query_hist,current_time,memory_type,memory_subtype,content,place,related_person,start_time_has_hour,start_time,end_time,remind_time,is_repeat_time,repeat_freq,repeat_value,repeat_last_time
用户:下周四17点帮我记个健身计划啊; 你:好的，会持续多久啊？; 用户:大概2小时吧; 你:提前3小时叫你，成不？; 用户:ok,`2025-06-25 01:33:19,待办,运动,健身计划,,,是,`2025-07-03 17:00:00,`2025-07-03 19:00:00,`2025-07-03 14:00:00,否,,,
用户:帮我记下下周五下午3点有个项目汇报会; 你:好的，这个会要开多久啊？; 用户:大概2个小时吧。; 你:需要提前多久提醒你？; 用户:提前1小时提醒我,`2025-06-25 01:33:19,日程,会议,项目汇报会,,,是,`2025-07-04 15:00:00,`2025-07-04 17:00:00,`2025-07-04 14:00:00,否,,,
用户:帮我记一下下周六10点有个健身课; 你:下周六10点到12点已经有团队会议了。健身课要换个时间吗？; 用户:改到下午2点吧。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前2小时叫你，成不？; 用户:ok,`2025-06-25 01:33:19,日程,学习,健身课,,,是,`2025-07-05 14:00:00,`2025-07-05 16:00:00,`2025-07-05 12:00:00,否,,,
用户:帮我记下下周日晚上8点有个健身课; 你:好的，会持续多久啊？; 用户:大概2小时吧; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-25 01:33:19,日程,学习,健身课,,,是,`2025-07-06 20:00:00,`2025-07-06 22:00:00,`2025-07-06 19:00:00,否,,,
用户:帮我记一下下周日午1点有个客户拜访; 你:好的，需要提前多久提醒您呀？; 用户:提前1小时提醒我,`2025-06-25 01:33:19,日程,约见,客户拜访,,客户,是,`2025-07-06 13:00:00,,`2025-07-06 12:00:00,否,,,
用户:帮我记一下今天10点有个商务会议; 你:今天上午10点到11点已经有客户拜访了。商务会议要换个时间吗？; 用户:改到下午2点吧; 你:好的，会持续多久啊？; 用户:大概1小时吧; 你:提前2小时叫你，成不？; 用户:ok,`2025-06-26 01:21:47,日程,会议,商务会议,,,是,`2025-06-26 14:00:00,`2025-06-26 15:00:00,`2025-06-26 10:00:00,否,,,
用户:帮我记下明天晚上8点有个客户约见; 你:好的，大概要持续多久呀？; 用户:大概1小时左右吧; 你:提前15分钟提醒你可以吗？; 用户:没问题,`2025-06-26 01:21:47,日程,约见,有个客户约见,,客户,是,`2025-06-27 20:00:00,`2025-06-27 21:00:00,`2025-06-27 19:45:00,否,,,
用户:后天早上8点帮我记个工作会议哈; 你:好的，要持续多长时间啊？; 用户:大概2小时吧; 你:提前15分钟提醒你可以吗？; 用户:ok,`2025-06-26 01:21:47,日程,会议,工作会议,,,是,`2025-06-28 08:00:00,`2025-06-28 10:00:00,`2025-06-28 07:45:00,否,,,
用户:下周一9点我想去看牙医; 你:好的，什么时间提醒你？; 用户:提前3小时提醒我,`2025-06-26 01:21:47,日程,就医,去看牙医,,,是,`2025-06-30 09:00:00,,`2025-06-30 06:00:00,否,,,
用户：帮我记下周二下午4点有个项目会议; 你：好的，这个会要开多久啊？; 用户：大概1个小时吧; 你：提前3小时提醒你，可以吗？; 用户：ok,`2025-06-26 01:21:47,日程,会议,项目会议,,,是,`2025-07-01 16:00:00,`2025-07-01 17:00:00,`2025-07-01 13:00:00,否,,,
用户:帮我记下周三下午2点有个项目会议; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:什么时间提醒你？; 用户:提前15分钟提醒我,`2025-06-26 01:21:47,日程,会议,项目会议,,,是,`2025-07-02 14:00:00,`2025-07-02 15:00:00,`2025-07-02 13:45:00,否,,,
用户:帮我记下周四11点有个团队会议; 你:好的，什么时间提醒你？; 用户:提前3小时提醒我,`2025-06-26 01:21:47,日程,会议,团队会议,,,是,`2025-07-03 11:00:00,,`2025-07-03 08:00:00,否,,,
用户:帮我记下周五晚上6点有个朋友聚餐; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:什么时间提醒你？; 用户:提前半小时提醒我,`2025-06-26 01:21:47,日程,约见,朋友聚餐,,朋友,是,`2025-06-27 18:00:00,`2025-06-27 20:00:00,`2025-06-27 17:30:00,否,,,
用户:帮我记下周六下午4点有个项目讨论会; 你:好的，会持续多久啊？; 用户:大概2小时吧; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-26 01:21:47,日程,会议,项目讨论会,,,是,`2025-07-05 16:00:00,`2025-07-05 18:00:00,`2025-07-05 15:00:00,否,,,
用户:帮我记下周日早上10点有个项目汇报会; 你:好的，这个会大概要开多久呀？; 用户:差不多1小时吧; 你:那我提前半小时提醒你准备可以吗？; 用户:ok,`2025-06-26 01:21:47,日程,会议,项目汇报会,,,是,`2025-06-30 10:00:00,`2025-06-30 11:00:00,`2025-06-30 09:30:00,否,,,
用户:这周日下午6点帮我记个家庭聚餐; 你:好的亲，聚餐大概要多久呀？; 用户:差不多1个小时吧; 你:那我提前15分钟提醒你，可以吗？; 用户:ok,`2025-06-26 01:21:47,日程,家庭,家庭聚餐,,,是,`2025-06-29 18:00:00,`2025-06-29 19:00:00,`2025-06-29 17:45:00,否,,,
用户:帮我记下下周一晚上7点有个健身课; 你:好的，什么时间提醒你？; 用户:提前15分钟提醒我,`2025-06-26 01:21:47,日程,学习,健身课,,,是,`2025-06-30 19:00:00,,`2025-06-30 18:45:00,否,,,
用户:帮我记一下下周二7点有个项目汇报会; 你:下周二7点到8点已经有客户约见了。汇报会要改个时间吗？; 用户:改到19点。; 你:好的，大概要开多久啊？; 用户:大概2小时吧。; 你:提前1小时提醒你，行不？; 用户:ok,`2025-06-26 01:21:47,日程,会议,项目汇报会,,,是,`2025-07-01 19:00:00,`2025-07-01 21:00:00,`2025-07-01 18:00:00,否,,,
用户:帮我记下下周三9点要看医生；; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前3小时叫你，成不？; 用户:ok,`2025-06-26 01:21:47,日程,就医,看医生,,,是,`2025-07-02 09:00:00,`2025-07-02 11:00:00,`2025-07-02 06:00:00,否,,,
用户:帮我记一下下周四13点有个项目汇报会; 你:下周四13点到14点已经有客户拜访安排了。项目汇报会要换个时间吗？; 用户:不用换了，就这个时间。; 你:好嘞，提前15分钟叫你成不？; 用户:ok,`2025-06-26 01:21:47,日程,会议,项目汇报会,,,是,`2025-07-03 13:00:00,,`2025-07-03 12:45:00,否,,,
用户:帮我记下下周五18点有个健身课程; 你:好的，什么时间提醒你？; 用户:提前15分钟提醒我,`2025-06-26 01:21:47,日程,学习,健身课程,,,是,`2025-07-04 18:00:00,,`2025-07-04 17:45:00,否,,,
用户:帮我记下下周六上午10点有个健身课; 你:好的，什么时间提醒你？; 用户:提前2小时提醒我,`2025-06-26 01:21:47,日程,学习,健身课,,,是,`2025-07-05 10:00:00,,`2025-07-05 08:00:00,否,,,
用户:帮我记下下周日13点有个家庭聚餐; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-26 01:21:47,日程,家庭,家庭聚餐,,,是,`2025-07-06 13:00:00,`2025-07-06 15:00:00,`2025-07-06 12:00:00,否,,,
用户:帮我记下下周天18点约了朋友吃饭; 你:好的，什么时间提醒你？; 用户:提前3小时提醒我,`2025-06-26 01:21:47,日程,约见,约了朋友吃饭,,朋友,是,`2025-07-06 18:00:00,,`2025-07-06 15:00:00,否,,,
用户:帮我记下今天10点有个项目会议; 你:好的，会持续多久啊？; 用户:大概1小时吧; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-27 04:00:31,日程,会议,项目会议,,,是,`2025-06-27 10:00:00,`2025-06-27 11:00:00,`2025-06-27 09:00:00,否,,,
用户:明天下午5点帮我记个客户约谈; 你:好的，大概要多久啊？; 用户:差不多1小时吧; 你:提前半小时提醒你，可以吗？; 用户:ok,`2025-06-27 04:00:31,日程,约见,客户约谈,,客户,是,`2025-06-28 17:00:00,`2025-06-28 18:00:00,`2025-06-28 16:30:00,否,,,
用户:帮我记下后天早上8点有个重要会议; 你:好的，什么时间提醒你呢？; 用户:提前3小时提醒我,`2025-06-27 04:00:31,日程,会议,重要会议,,,是,`2025-06-29 08:00:00,,`2025-06-29 05:00:00,否,,,
用户:帮我记下周一下午3点有个项目会议; 你:好的，大概要开多久啊？; 用户:差不多2小时吧; 你:提前半小时提醒你，行吗？; 用户:可以,`2025-06-27 04:00:31,日程,会议,项目会议,,,是,`2025-06-30 15:00:00,`2025-06-30 17:00:00,`2025-06-30 14:30:00,否,,,
用户:周二早上9点帮我记个客户会议; 你:周二9点到10点已经有项目评审会啦。客户会议要改个时间不？; 用户:不用改; 你:好的，这个会要开多久啊？; 用户:大概2小时吧; 你:提前15分钟提醒你可以吗？; 用户:可以,`2025-06-27 04:00:31,日程,会议,客户会议,,,是,`2025-07-01 09:00:00,`2025-07-01 11:00:00,`2025-07-01 08:45:00,否,,,
用户:帮我记一下周三7点有个项目例会; 你:周三7点到8点已经有客户约谈了。项目例会要换个时间吗？; 用户:改到19点吧。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前3小时叫你，成不？; 用户:ok,`2025-06-27 04:00:31,日程,会议,项目例会,,,是,`2025-07-02 19:00:00,`2025-07-02 21:00:00,`2025-07-02 16:00:00,否,,,
用户:帮我记下周四13点有个团队会议; 你:好的，什么时间提醒你呀？; 用户:提前2小时提醒我,`2025-06-27 04:00:31,日程,会议,团队会议,,,是,`2025-07-03 13:00:00,,`2025-07-03 11:00:00,否,,,
用户:帮我记下周五晚上7点有个部门聚餐; 你:好的，大概要聚多久啊？; 用户:大概1小时吧。; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-27 04:00:31,日程,应酬,部门聚餐,,,是,`2025-06-27 19:00:00,`2025-06-27 20:00:00,`2025-06-27 18:00:00,否,,,
用户:帮我记下周六16点有个客户接待; 你:好的，大概要接待多久啊？; 用户:差不多2小时吧; 你:提前15分钟叫你，可以吗？; 用户:好的,`2025-06-27 04:00:31,日程,约见,客户接待,,客户,是,`2025-06-28 16:00:00,`2025-06-28 18:00:00,`2025-06-28 15:45:00,否,,,
用户:帮我记周日下午1点有个项目讨论会; 你:周日下午1点到2点已经有团队周例会了。项目讨论会要换个时间吗？; 用户:改到周日13点吧; 你:好的，会持续多久啊？; 用户:大概1小时吧; 你:提前半小时叫你，成不？; 用户:ok,`2025-06-27 04:00:31,日程,会议,项目讨论会,,,是,`2025-06-29 13:00:00,`2025-06-29 14:00:00,`2025-06-29 12:30:00,否,,,
用户:这周日晚上8点帮我记个展会参观; 你:好嘞，大概要逛多久呀？; 用户:差不多2小时吧; 你:提前1小时提醒你，来得及不？; 用户:可以,`2025-06-27 04:00:31,日程,展会,参观展会,,,是,`2025-06-29 20:00:00,`2025-06-29 22:00:00,`2025-06-29 19:00:00,否,,,
用户:帮我记下下周一7点有个业务洽谈会; 你:好的，要提前多久提醒你呢？; 用户:提前3小时提醒我,`2025-06-27 04:00:31,日程,会议,业务洽谈会,,,是,`2025-06-30 07:00:00,,`2025-06-30 04:00:00,否,,,
用户:帮我记下下周二下午1点有个团队会议; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:什么时间提醒你？; 用户:提前15分钟提醒我,`2025-06-27 04:00:31,日程,会议,团队会议,,,是,`2025-07-01 13:00:00,`2025-07-01 14:00:00,`2025-07-01 12:45:00,否,,,
用户:帮我记一下下周三晚上8点有个项目汇报会; 你:下周三晚上8点到9点已经有团队聚餐了。项目汇报会要换个时间吗？; 用户:改到晚上6点吧; 你:好的，这个汇报会大概要多久啊？; 用户:大概2小时吧; 你:提前3小时提醒你，可以吗？; 用户:ok,`2025-06-27 04:00:31,日程,会议,项目汇报会,,,是,`2025-07-02 18:00:00,`2025-07-02 20:00:00,`2025-07-02 15:00:00,否,,,
用户:帮我记一下下周四晚上11点有个产品展示会; 你:下周四晚上11点到12点已经有市场部例会了。产品展示会要换个时间吗？; 用户:改到11点; 你:好的，会持续多久啊？; 用户:大概2小时吧; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-27 04:00:31,日程,展会,产品展示会,,,是,`2025-07-03 11:00:00,`2025-07-03 13:00:00,`2025-07-03 10:00:00,否,,,
用户:帮我记一下下周五8点有个团队聚餐; 你:下周五8点到10点已经有项目复盘会了。团队聚餐要换个时间吗？; 用户:改到19点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前15分钟叫你，成不？; 用户:ok,`2025-06-27 04:00:31,日程,应酬,团队聚餐,,,是,`2025-07-04 19:00:00,`2025-07-04 21:00:00,`2025-07-04 18:45:00,否,,,
用户:帮我记下下周六早上8点要去看牙医; 你:好嘞，什么时间提醒你？; 用户:提前15分钟提醒我就行,`2025-06-27 04:00:31,日程,就医,去看牙医,,,是,`2025-07-05 08:00:00,,`2025-07-05 07:45:00,否,,,
用户:帮我记下下周日8点有个项目会议; 你:好嘞，什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-27 04:00:31,日程,会议,项目会议,,,是,`2025-07-06 08:00:00,,`2025-07-06 07:00:00,否,,,
用户:帮我记一下下周天2点有个项目会议; 你:下周天2点到3点已经有团队聚餐了。项目会议要换个时间吗？; 用户:改到14点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前15分钟叫你，成不？; 用户:ok,`2025-06-27 04:00:31,日程,会议,项目会议,,,是,`2025-07-06 14:00:00,`2025-07-06 16:00:00,`2025-07-06 13:45:00,否,,,
用户:帮我记一下今天8点有个项目会议; 你:今天8点到10点已经有客户拜访了。项目会议要改个时间吗？; 用户:改到11点吧。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前3小时叫你，成不？; 用户:ok,`2025-06-28 01:02:51,日程,会议,项目会议,,,是,`2025-06-28 11:00:00,`2025-06-28 13:00:00,`2025-06-28 08:00:00,否,,,
用户:帮我记下明天中午12点有个客户约见; 你:好的，会持续多久啊？; 用户:大概1小时吧; 你:提前15分钟叫你，成不？; 用户:ok,`2025-06-28 01:02:51,日程,约见,客户约见,,客户,是,`2025-06-29 12:00:00,`2025-06-29 13:00:00,`2025-06-29 11:45:00,否,,,
用户:后天下午3点帮我记个客户拜访; 你:好的，大概要多久啊？; 用户:差不多1小时吧; 你:那我提前半小时提醒你，可以吗？; 用户:行,`2025-06-28 01:02:51,日程,约见,客户拜访,,客户,是,`2025-06-30 15:00:00,`2025-06-30 16:00:00,`2025-06-30 14:30:00,否,,,
用户:帮我记下周一11点要去看牙医; 你:好的，大概要看多久啊？; 用户:差不多1小时吧; 你:什么时间提醒你？; 用户:提前15分钟提醒我,`2025-06-28 01:02:51,日程,就医,去看牙医,,,是,`2025-06-30 11:00:00,`2025-06-30 12:00:00,`2025-06-30 10:45:00,否,,,
用户:周二9点帮我记个客户拜访; 你:周二9点到10点已经有部门例会了。客户拜访要改时间吗？; 用户:改到11点; 你:好的，会持续多久啊？; 用户:大概1小时吧; 你:提前15分钟叫你，成不？; 用户:ok,`2025-06-28 01:02:51,日程,约见,客户拜访,,客户,是,`2025-07-01 11:00:00,`2025-07-01 12:00:00,`2025-07-01 10:45:00,否,,,
用户:帮我记下周三10点有个产品会议; 你:好的，这个会大概要开多久呀？; 用户:大概2小时吧; 你:提前2小时提醒你可以吗？; 用户:没问题,`2025-06-28 01:02:51,日程,会议,产品会议,,,是,`2025-07-02 10:00:00,`2025-07-02 12:00:00,`2025-07-02 08:00:00,否,,,
用户:帮我记周四8点有个项目讨论会; 你:周四8点到9点已经有客户接待安排了。项目讨论会要换个时间吗？; 用户:改到20点吧; 你:好的，大概要多久啊？; 用户:大概1小时吧; 你:提前2小时叫你，行不？; 用户:ok,`2025-06-28 01:02:51,日程,会议,项目讨论会,,,是,`2025-07-03 20:00:00,`2025-07-03 21:00:00,`2025-07-03 18:00:00,否,,,
用户:帮我记下周五16点有个部门例会; 你:好的，会持续多久啊？; 用户:大概2小时吧; 你:什么时间提醒你？; 用户:提前3小时提醒我,`2025-06-28 01:02:51,日程,会议,部门例会,,,是,`2025-07-04 16:00:00,`2025-07-04 18:00:00,`2025-07-04 13:00:00,否,,,
用户:这周六下午3点帮我记个健身计划呗; 你:好的，大概要练多久啊？; 用户:差不多两小时吧; 你:提前15分钟提醒你够不够？; 用户:可以,`2025-06-28 01:02:51,待办,运动,健身计划,,,是,`2025-06-28 15:00:00,`2025-06-28 17:00:00,`2025-06-28 14:45:00,否,,,
用户:这周日下午4点帮我记个客户约见; 你:好的，大概要谈多久呀？; 用户:差不多2小时吧; 你:提前2小时提醒你可以吗？; 用户:没问题,`2025-06-28 01:02:51,日程,约见,客户约见,,客户,是,`2025-06-29 16:00:00,`2025-06-29 18:00:00,`2025-06-29 14:00:00,否,,,
用户:帮我记一下周日14点有个健身课; 你:周日14点到15点已经有客户约见了。健身课要换个时间吗？; 用户:改到10点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前1小时叫你，成不？; 用户:ok,`2025-06-28 01:02:51,日程,学习,健身课,,,是,`2025-06-29 10:00:00,`2025-06-29 12:00:00,`2025-06-29 09:00:00,否,,,
用户:帮我记下下周一晚上8点有个项目汇报会; 你:收到啦，要提前多久提醒你呢？; 用户:提前3小时提醒我,`2025-06-28 01:02:51,日程,会议,项目汇报会,,,是,`2025-06-30 20:00:00,,`2025-06-30 17:00:00,否,,,
用户:帮我记下下周二下午2点有个产品演示会; 你:好的，什么时间提醒你？; 用户:提前半小时提醒我,`2025-06-28 01:02:51,日程,会议,产品演示会,,,是,`2025-07-01 14:00:00,,`2025-07-01 13:30:00,否,,,
用户:帮我记下下周三17点有个团队周会; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前2小时叫你，成不？; 用户:ok,`2025-06-28 01:02:51,日程,会议,团队周会,,,是,`2025-07-02 17:00:00,`2025-07-02 19:00:00,`2025-07-02 15:00:00,否,,,
用户:帮我记下下周四下午1点有个项目会议; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:什么时间提醒你？; 用户:提前3小时提醒我,`2025-06-28 01:02:51,日程,会议,项目会议,,,是,`2025-07-03 13:00:00,`2025-07-03 15:00:00,`2025-07-03 10:00:00,否,,,
用户:帮我把下周五17点约个健身课; 你:下周五午5点已经有团建聚餐了。健身课要换个时间吗？; 用户:那就还是下周五17点吧; 你:好嘞，提前15分钟提醒你成不？; 用户:可以,`2025-06-28 01:02:51,待办,学习,约个健身课,,,是,`2025-07-04 17:00:00,,`2025-07-04 16:45:00,否,,,
用户:帮我记下下周六早上8点有个项目汇报; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:什么时间提醒你？; 用户:提前15分钟提醒我,`2025-06-28 01:02:51,日程,会议,项目汇报,,,是,`2025-07-05 08:00:00,`2025-07-05 10:00:00,`2025-07-05 07:45:00,否,,,
用户:帮我记一下下周日17点有个家庭聚餐; 你:好的，什么时间提醒你？; 用户:提前半小时提醒我,`2025-06-28 01:02:51,日程,家庭,家庭聚餐,,,是,`2025-07-06 17:00:00,,`2025-07-06 16:30:00,否,,,
用户:帮我记下周日晚上8点有个瑜伽课; 你:好的，会持续多久啊？; 用户:大概1小时吧; 你:什么时间提醒你？; 用户:提前半小时提醒我,`2025-06-28 01:02:51,日程,运动,瑜伽课,,,是,`2025-06-29 20:00:00,`2025-06-29 21:00:00,`2025-06-29 19:30:00,否,,,
用户:帮我记一下今天16点有个项目会议; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-29 02:05:38,日程,会议,项目会议,,,是,`2025-06-29 16:00:00,`2025-06-29 18:00:00,`2025-06-29 15:00:00,否,,,
用户:帮我记一下明天9点有个产品方案讨论会; 你:明天上午9点到11点已经有供应商会议了。产品方案讨论会要换个时间吗？; 用户:改到下午3点吧; 你:好的，会持续多久啊？; 用户:大概2小时吧; 你:提前半小时叫你，成不？; 用户:ok,`2025-06-29 02:05:38,日程,会议,产品方案讨论会,,,是,`2025-06-30 15:00:00,`2025-06-30 17:00:00,`2025-06-30 14:30:00,否,,,
用户:帮我记一下后天9点有个客户拜访; 你:好的，需要提前多久提醒你啊？; 用户:提前3小时提醒我,`2025-06-29 02:05:38,日程,约见,客户拜访,,客户,是,`2025-07-01 09:00:00,,`2025-07-01 06:00:00,否,,,
用户:帮我记下周一晚上8点有个团队会议; 你:好的，会持续多久啊？; 用户:大概1小时吧; 你:提前1小时叫你，成不？; 用户:ok,`2025-06-29 02:05:38,日程,会议,团队会议,,,是,`2025-06-30 20:00:00,`2025-06-30 21:00:00,`2025-06-30 19:00:00,否,,,
用户:帮我记下周二下午3点有个访谈; 你:好的，什么时间提醒你？; 用户:提前15分钟提醒我,`2025-06-29 02:05:38,日程,会议,访谈,,,是,`2025-07-01 15:00:00,,`2025-07-01 14:45:00,否,,,
用户:帮我记一下周三20点有个健身课; 你:周三20点到21点已经有项目复盘会了。健身课要换个时间吗？; 用户:改到19点。; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:提前2小时叫你，成不？; 用户:ok,`2025-06-29 02:05:38,日程,学习,健身课,,,是,`2025-07-02 19:00:00,`2025-07-02 20:00:00,`2025-07-02 17:00:00,否,,,
用户:周四4点帮我记个客户拜访啊; 你:周四4点到5点已经有产品培训了。客户拜访要改时间吗？; 用户:改到16点吧; 你:好的，要持续多久呢？; 用户:大概1小时吧; 你:提前半小时提醒你可以吗？; 用户:ok,`2025-06-29 02:05:38,日程,约见,客户拜访,,客户,是,`2025-07-03 16:00:00,`2025-07-03 17:00:00,`2025-07-03 15:30:00,否,,,
用户:帮我记下周五早上8点有个团队会议; 你:好的，这个会议大概要开多久啊？; 用户:差不多2小时吧; 你:那提前半小时提醒你，可以吗？; 用户:没问题,`2025-06-29 02:05:38,日程,会议,团队会议,,,是,`2025-07-04 08:00:00,`2025-07-04 10:00:00,`2025-07-04 07:30:00,否,,,
用户:周六晚上6点帮我记个应酬局哈; 你:周六18点已经有工作会议安排了。这个应酬要改时间不？; 用户:改到18点吧; 你:什么时间提醒你？; 用户:提前2小时提醒我,`2025-06-29 02:05:38,日程,应酬,应酬局,,,是,`2025-07-05 18:00:00,,`2025-07-05 16:00:00,否,,,
用户:帮我记一下周日17点有个读书会; 你:周日下午5点到6点已经有健身课了。读书会要换个时间吗？; 用户:改到晚上7点吧; 你:好的，会持续多久啊？; 用户:大概2小时吧; 你:提前15分钟叫你，成不？; 用户:ok,`2025-06-29 02:05:38,日程,读书,参加读书会,,,是,`2025-06-29 19:00:00,`2025-06-29 21:00:00,`2025-06-29 18:45:00,否,,,
用户:帮我记一下周天16点有个客户拜访; 你:周天16点到18点已经有团队会议了。客户拜访要换个时间吗？; 用户:改到周天14点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前2小时叫你，成不？; 用户:ok,`2025-06-29 02:05:38,日程,约见,客户拜访,,客户,是,`2025-06-29 14:00:00,`2025-06-29 16:00:00,`2025-06-29 12:00:00,否,,,
用户:帮我记下下周一12点有个客户拜访; 你:好嘞，什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-29 02:05:38,日程,约见,客户拜访,,客户,是,`2025-06-30 12:00:00,,`2025-06-30 11:00:00,否,,,
用户:帮我记下下周二17点有个出差会议; 你:好的，什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-29 02:05:38,日程,会议,出差会议,,,是,`2025-07-01 17:00:00,,`2025-07-01 16:00:00,否,,,
用户:帮我记一下下周三16点有个团队会议; 你:下周三16点到17点已经有项目进度汇报了。团队会议要换个时间吗？; 用户:不用换，就这个时间。; 你:什么时间提醒你？; 用户:提前15分钟提醒我,`2025-06-29 02:05:38,日程,会议,团队会议,,,是,`2025-07-02 16:00:00,,`2025-07-02 15:45:00,否,,,
用户:帮我记下下周四中午12点有个项目汇报会; 你:好嘞，什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-29 02:05:38,日程,会议,项目汇报会,,,是,`2025-07-03 12:00:00,,`2025-07-03 11:00:00,否,,,
用户:下周五早上9点帮我记个产品发布会；; 你:好的，什么时间提醒你？; 用户:提前2小时提醒我,`2025-06-29 02:05:38,日程,展会,产品发布会,,,是,`2025-07-04 09:00:00,,`2025-07-04 07:00:00,否,,,
用户:帮我记下下周六上午10点有个客户约见; 你:好的，什么时间提醒你？; 用户:提前3小时提醒我,`2025-06-29 02:05:38,日程,约见,客户约见,,客户,是,`2025-07-05 10:00:00,,`2025-07-05 07:00:00,否,,,
用户:帮我记一下下周日晚上7点有个健身课; 你:下周日19点到21点已经有朋友聚餐了。健身课要换个时间吗？; 用户:改到下午5点吧; 你:好的，会持续多久啊？; 用户:大概2小时吧; 你:提前3小时叫你，成不？; 用户:ok,`2025-06-29 02:05:38,日程,学习,健身课,,,是,`2025-07-06 17:00:00,`2025-07-06 19:00:00,`2025-07-06 14:00:00,否,,,
用户:帮我记下周日下午1点有个客户约谈; 你:好的，什么时间提醒你？; 用户:提前15分钟提醒我,`2025-06-29 02:05:38,日程,约见,客户约谈,,客户,是,`2025-07-06 13:00:00,,`2025-07-06 12:45:00,否,,,
用户:帮我记下今天9点有个项目碰头会; 你:好的，什么时间提醒你？; 用户:提前2小时提醒我,`2025-06-30 05:50:17,日程,会议,项目碰头会,,,是,`2025-06-30 09:00:00,,`2025-06-30 07:00:00,否,,,
用户:明天晚上8点帮我记个健身计划; 你:好的，锻炼多久啊？; 用户:大概1小时吧。; 你:提前1小时提醒你，可以吗？; 用户:没问题,`2025-06-30 05:50:17,待办,运动,健身计划,,,是,`2025-07-01 20:00:00,`2025-07-01 21:00:00,`2025-07-01 19:00:00,否,,,
用户:后天晚上8点帮我记个应酬; 你:好的，会持续多久啊？; 用户:大概2个小时吧。; 你:提前2小时叫你，成不？; 用户:ok,`2025-06-30 05:50:17,日程,应酬,应酬,,,是,`2025-07-02 20:00:00,`2025-07-02 22:00:00,`2025-07-02 18:00:00,否,,,
用户:帮我记下周一12点有个团队例会; 你:好的，什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-30 05:50:17,日程,会议,团队例会,,,是,`2025-06-30 12:00:00,,`2025-06-30 11:00:00,否,,,
用户:帮我记一下周二10点有个团队会议; 你:10点到12点已经有客户拜访了。团队会议要换个时间吗？; 用户:改到13点。; 你:好的，大概要开多久啊？; 用户:大概1小时吧。; 你:提前15分钟提醒你，可以吗？; 用户:ok,`2025-06-30 05:50:17,日程,会议,团队会议,,,是,`2025-07-01 13:00:00,`2025-07-01 14:00:00,`2025-07-01 12:45:00,否,,,
用户:帮我记一下周三10点有个项目讨论会; 你:10点到11点已经有团队周会了。项目讨论会要换个时间吗？; 用户:改到12点; 你:好的，会持续多久啊？; 用户:大概2小时吧; 你:提前15分钟叫你，成不？; 用户:成,`2025-06-30 05:50:17,日程,会议,项目讨论会,,,是,`2025-07-02 12:00:00,`2025-07-02 14:00:00,`2025-07-02 11:45:00,否,,,
用户:帮我记一下周四11点有个项目会议; 你:11点到13点已经有客户拜访了。项目会议要换个时间吗？; 用户:改到16点。; 你:提前1小时叫你，成不？; 用户:好,`2025-06-30 05:50:17,日程,会议,项目会议,,,是,`2025-07-03 16:00:00,,`2025-07-03 15:00:00,否,,,
用户:帮我记下周五13点有个项目汇报; 你:好的，什么时间提醒你？; 用户:提前2小时提醒我,`2025-06-30 05:50:17,日程,会议,项目汇报,,,是,`2025-07-04 13:00:00,,`2025-07-04 11:00:00,否,,,
用户:帮我记一下周六7点有个闺蜜聚会; 你:7点到9点已经有健身私教课了。闺蜜聚会要换个时间吗？; 用户:改到17点吧。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前3小时叫你，成不？; 用户:行,`2025-06-30 05:50:17,日程,约见,闺蜜聚会,,闺蜜,是,`2025-07-05 17:00:00,`2025-07-05 19:00:00,`2025-07-05 14:00:00,否,,,
