query_hist,current_time,memory_type,memory_subtype,content,place,related_person,start_time,end_time,remind_time,is_repeat_time,repeat_freq,repeat_value,repeat_last_time,start_time_chinese,end_time_chinese,remind_time_chinese
用户:帮我记下下周三9点要看医生; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前3小时叫你，成不？; 用户:ok,`2025-06-26 01:21:47,日程,医疗,看医生,,,`2025-07-02 09:00:00,`2025-07-02 11:00:00,`2025-07-02 06:00:00,否,,,,下周三9点,下周三11点,下周三6点
用户:帮我记一下下周四13点有个项目汇报会; 你:下周四13点到14点已经有客户拜访安排了。项目汇报会要换个时间吗？; 用户:不用换了，就这个时间。; 你:好嘞，提前15分钟叫你成不？; 用户:ok,`2025-06-26 01:21:47,日程,会议,项目汇报会,,,`2025-07-03 13:00:00,,`2025-07-03 12:45:00,否,,,,下周四13点,,下周四12点45分
用户:帮我记下下周五18点有个健身课程; 你:好的，什么时间提醒你？; 用户:提前15分钟提醒我,`2025-06-26 01:21:47,日程,运动,健身课程,,,`2025-07-04 18:00:00,,`2025-07-04 17:45:00,否,,,,下周五18点,,下周五17点45分
用户:帮我记下下周六上午10点有个健身课; 你:好的，什么时间提醒你？; 用户:提前2小时提醒我,`2025-06-26 01:21:47,日程,运动,有个健身课,,,`2025-07-05 10:00:00,,`2025-07-05 08:00:00,否,,,,下周六上午10点,,下周六上午8点
用户:帮我记下下周日13点有个家庭聚餐; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-26 01:21:47,日程,聚会,家庭聚餐,,,`2025-07-06 13:00:00,`2025-07-06 15:00:00,`2025-07-06 12:00:00,否,,,,下周日13点,下周日15点,下周日12点
用户:帮我记下下周天18点约了朋友吃饭; 你:好的，什么时间提醒你？; 用户:提前3小时提醒我,`2025-06-26 01:21:47,日程,聚会,约了朋友吃饭,,朋友,`2025-07-06 18:00:00,,`2025-07-06 15:00:00,否,,,,下周天18点,,下周天15点
用户:帮我记下今天10点有个项目会议; 你:好的，会持续多久啊？; 用户:大概1小时吧; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-27 04:00:31,日程,会议,项目会议,,,`2025-06-27 10:00:00,`2025-06-27 11:00:00,`2025-06-27 09:00:00,否,,,,今天10点,今天11点,今天9点
用户:明天下午5点帮我记个客户约谈; 你:好的，大概要多久啊？; 用户:差不多1小时吧; 你:提前半小时提醒你，可以吗？; 用户:ok,`2025-06-27 04:00:31,日程,约见,客户约谈,,客户,`2025-06-28 17:00:00,`2025-06-28 18:00:00,`2025-06-28 16:30:00,否,,,,明天下午5点,明天下午6点,明天下午4点30分
用户:帮我记下后天早上8点有个重要会议; 你:好的，什么时间提醒你呢？; 用户:提前3小时提醒我,`2025-06-27 04:00:31,日程,会议,重要会议,,,`2025-06-29 08:00:00,,`2025-06-29 05:00:00,否,,,,后天早上8点,,后天早上5点
用户:周二早上9点帮我记个客户会议; 你:周二9点到10点已经有项目评审会啦。客户会议要改个时间不？; 用户:不用改; 你:好的，这个会要开多久啊？; 用户:大概2小时吧; 你:提前15分钟提醒你可以吗？; 用户:可以,`2025-06-27 04:00:31,日程,会议,客户会议,,,`2025-07-01 09:00:00,`2025-07-01 11:00:00,`2025-07-01 08:45:00,否,,,,周二早上9点,周二早上11点,周二早上8点45分
用户:帮我记周日下午1点有个项目讨论会; 你:周日下午1点到2点已经有团队周例会了。项目讨论会要换个时间吗？; 用户:改到周日13点吧; 你:好的，会持续多久啊？; 用户:大概1小时吧; 你:提前半小时叫你，成不？; 用户:ok,`2025-06-27 04:00:31,日程,会议,项目讨论会,,,`2025-06-29 13:00:00,`2025-06-29 14:00:00,`2025-06-29 12:30:00,否,,,,周日13点,周日14点,周日12点30分
用户:这周日晚上8点帮我记个展会参观; 你:好嘞，大概要逛多久呀？; 用户:差不多2小时吧; 你:提前1小时提醒你，来得及不？; 用户:可以,`2025-06-27 04:00:31,日程,展会,参观展会,,,`2025-06-29 20:00:00,`2025-06-29 22:00:00,`2025-06-29 19:00:00,否,,,,这周日晚上8点,这周日晚上10点,这周日晚上7点
用户:帮我记下下周一7点有个业务洽谈会; 你:好的，要提前多久提醒你呢？; 用户:提前3小时提醒我,`2025-06-27 04:00:31,日程,会议,有个业务洽谈会,,,`2025-06-30 07:00:00,,`2025-06-30 04:00:00,否,,,,下周一7点,,下周一4点
用户:帮我记下下周二下午1点有个团队会议; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:什么时间提醒你？; 用户:提前15分钟提醒我,`2025-06-27 04:00:31,日程,会议,团队会议,,,`2025-07-01 13:00:00,`2025-07-01 14:00:00,`2025-07-01 12:45:00,否,,,,下周二下午1点,下周二下午2点,下周二下午12点45分
用户:帮我记一下下周三晚上8点有个项目汇报会; 你:下周三晚上8点到9点已经有团队聚餐了。项目汇报会要换个时间吗？; 用户:改到晚上6点吧; 你:好的，这个汇报会大概要多久啊？; 用户:大概2小时吧; 你:提前3小时提醒你，可以吗？; 用户:ok,`2025-06-27 04:00:31,日程,会议,项目汇报会,,,`2025-07-02 18:00:00,`2025-07-02 20:00:00,`2025-07-02 15:00:00,否,,,,下周三晚上6点,下周三晚上8点,下周三下午3点
用户:帮我记一下下周四晚上11点有个产品展示会; 你:下周四晚上11点到12点已经有市场部例会了。产品展示会要换个时间吗？; 用户:改到11点; 你:好的，会持续多久啊？; 用户:大概2小时吧; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-27 04:00:31,日程,展会,产品展示会,,,`2025-07-03 23:00:00,`2025-07-04 01:00:00,`2025-07-03 22:00:00,否,,,,下周四晚上11点,下周五凌晨1点,下周四晚上10点
用户:帮我记一下下周五8点有个团队聚餐; 你:下周五8点到10点已经有项目复盘会了。团队聚餐要换个时间吗？; 用户:改到19点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前15分钟叫你，成不？; 用户:ok,`2025-06-27 04:00:31,日程,聚会,团队聚餐,,,`2025-07-04 19:00:00,`2025-07-04 21:00:00,`2025-07-04 18:45:00,否,,,,下周五19点,下周五21点,下周五18点45分
用户:帮我记下下周六早上8点要去看牙医; 你:好嘞，什么时间提醒你？; 用户:提前15分钟提醒我就行,`2025-06-27 04:00:31,日程,医疗,去看牙医,,,`2025-07-05 08:00:00,,`2025-07-05 07:45:00,否,,,,下周六早上8点,,下周六早上7点45分
用户:帮我记下下周日8点有个项目会议; 你:好嘞，什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-27 04:00:31,日程,会议,有个项目会议,,,`2025-07-06 08:00:00,,`2025-07-06 07:00:00,否,,,,下周日8点,,下周日7点
用户:帮我记一下下周天2点有个项目会议; 你:下周天2点到3点已经有团队聚餐了。项目会议要换个时间吗？; 用户:改到14点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前15分钟叫你，成不？; 用户:ok,`2025-06-27 04:00:31,日程,会议,项目会议,,,`2025-07-06 14:00:00,`2025-07-06 16:00:00,`2025-07-06 13:45:00,否,,,,下周天14点,下周天16点,下周天13点45分
用户:帮我记一下今天8点有个项目会议; 你:今天8点到10点已经有客户拜访了。项目会议要改个时间吗？; 用户:改到11点吧。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前3小时叫你，成不？; 用户:ok,`2025-06-28 01:02:51,日程,会议,项目会议,,,`2025-06-28 11:00:00,`2025-06-28 13:00:00,`2025-06-28 08:00:00,否,,,,今天11点,今天13点,今天8点
用户:帮我记下明天中午12点有个客户约见; 你:好的，会持续多久啊？; 用户:大概1小时吧; 你:提前15分钟叫你，成不？; 用户:ok,`2025-06-28 01:02:51,日程,约见,有个客户约见,,客户,`2025-06-29 12:00:00,`2025-06-29 13:00:00,`2025-06-29 11:45:00,否,,,,明天中午12点,明天中午1点,明天中午11点45分
用户:后天下午3点帮我记个客户拜访; 你:好的，大概要多久啊？; 用户:差不多1小时吧; 你:那我提前半小时提醒你，可以吗？; 用户:行,`2025-06-28 01:02:51,日程,拜访,客户拜访,,客户,`2025-06-30 15:00:00,`2025-06-30 16:00:00,`2025-06-30 14:30:00,否,,,,后天下午3点,后天下午4点,后天下午2点30分
用户:周二9点帮我记个客户拜访; 你:周二9点到10点已经有部门例会了。客户拜访要改时间吗？; 用户:改到11点; 你:好的，会持续多久啊？; 用户:大概1小时吧; 你:提前15分钟叫你，成不？; 用户:ok,`2025-06-28 01:02:51,日程,拜访,客户拜访,,客户,`2025-07-01 11:00:00,`2025-07-01 12:00:00,`2025-07-01 10:45:00,否,,,,周二11点,周二12点,周二10点45分
用户:帮我记周四8点有个项目讨论会; 你:周四8点到9点已经有客户接待安排了。项目讨论会要换个时间吗？; 用户:改到20点吧; 你:好的，大概要多久啊？; 用户:大概1小时吧; 你:提前2小时叫你，行不？; 用户:ok,`2025-06-28 01:02:51,日程,会议,项目讨论会,,,`2025-07-03 20:00:00,`2025-07-03 21:00:00,`2025-07-03 18:00:00,否,,,,周四20点,周四21点,周四18点
用户:这周六下午3点帮我记个健身计划呗; 你:好的，大概要练多久啊？; 用户:差不多两小时吧; 你:提前15分钟提醒你够不够？; 用户:可以,`2025-06-28 01:02:51,日程,运动,健身计划,,,`2025-06-28 15:00:00,`2025-06-28 17:00:00,`2025-06-28 14:45:00,否,,,,这周六下午3点,这周六下午5点,这周六下午2点45分
用户:这周日下午4点帮我记个客户约见; 你:好的，大概要谈多久呀？; 用户:差不多2小时吧; 你:提前2小时提醒你可以吗？; 用户:没问题,`2025-06-28 01:02:51,日程,约见,客户约见,,客户,`2025-06-29 16:00:00,`2025-06-29 18:00:00,`2025-06-29 14:00:00,否,,,,这周日下午4点,这周日下午6点,这周日下午2点
用户:帮我记下下周一晚上8点有个项目汇报会; 你:收到啦，要提前多久提醒你呢？; 用户:提前3小时提醒我,`2025-06-28 01:02:51,日程,会议,项目汇报会,,,`2025-06-30 20:00:00,,`2025-06-30 15:00:00,否,,,,下周一晚上8点,,下周一下午3点
用户:帮我记下下周二下午2点有个产品演示会; 你:好的，什么时间提醒你？; 用户:提前半小时提醒我,`2025-06-28 01:02:51,日程,会议,产品演示会,,,`2025-07-01 14:00:00,,`2025-07-01 13:30:00,否,,,,下周二下午2点,,下周二下午1点30分
用户:帮我记下下周三17点有个团队周会; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前2小时叫你，成不？; 用户:ok,`2025-06-28 01:02:51,日程,会议,团队周会,,,`2025-07-02 17:00:00,`2025-07-02 19:00:00,`2025-07-02 15:00:00,否,,,,下周三17点,下周三19点,下周三15点
用户:帮我记下下周四下午1点有个项目会议; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:什么时间提醒你？; 用户:提前3小时提醒我,`2025-06-28 01:02:51,日程,会议,项目会议,,,`2025-07-03 13:00:00,`2025-07-03 15:00:00,`2025-07-03 10:00:00,否,,,,下周四下午1点,下周四下午3点,下周四上午10点
用户:帮我把下周五17点约个健身课; 你:下周五午5点已经有团建聚餐了。健身课要换个时间吗？; 用户:那就还是下周五17点吧; 你:好嘞，提前15分钟提醒你成不？; 用户:可以,`2025-06-28 01:02:51,日程,运动,约个健身课,,,`2025-07-04 17:00:00,,`2025-07-04 16:45:00,否,,,,下周五17点,,提前15分钟
用户:帮我记下下周六早上8点有个项目汇报; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:什么时间提醒你？; 用户:提前15分钟提醒我,`2025-06-28 01:02:51,日程,工作,项目汇报,,,`2025-07-05 08:00:00,`2025-07-05 10:00:00,`2025-07-05 07:45:00,否,,,,下周六早上8点,下周六早上10点,下周六早上7点45分
用户:帮我记一下下周日17点有个家庭聚餐; 你:好的，什么时间提醒你？; 用户:提前半小时提醒我,`2025-06-28 01:02:51,日程,聚会,家庭聚餐,,,`2025-07-06 17:00:00,,`2025-07-06 16:30:00,否,,,,下周日17点,,下周日16点30分
用户:帮我记一下今天16点有个项目会议; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-29 02:05:38,日程,会议,项目会议,,,`2025-06-29 16:00:00,`2025-06-29 18:00:00,`2025-06-29 15:00:00,否,,,,今天16点,今天18点,今天15点
用户:帮我记一下明天9点有个产品方案讨论会; 你:明天上午9点到11点已经有供应商会议了。产品方案讨论会要换个时间吗？; 用户:改到下午3点吧; 你:好的，会持续多久啊？; 用户:大概2小时吧; 你:提前半小时叫你，成不？; 用户:ok,`2025-06-29 02:05:38,日程,会议,产品方案讨论会,,,`2025-06-30 15:00:00,`2025-06-30 17:00:00,`2025-06-30 14:30:00,否,,,,明天下午3点,明天下午5点,明天下午2点30分
用户:帮我记一下后天9点有个客户拜访; 你:好的，需要提前多久提醒你啊？; 用户:提前3小时提醒我,`2025-06-29 02:05:38,日程,拜访,有个客户拜访,,客户,`2025-07-01 09:00:00,,`2025-07-01 06:00:00,否,,,,后天9点,,提前3小时
用户:周四4点帮我记个客户拜访啊; 你:周四4点到5点已经有产品培训了。客户拜访要改时间吗？; 用户:改到16点吧; 你:好的，要持续多久呢？; 用户:大概1小时吧; 你:提前半小时提醒你可以吗？; 用户:ok,`2025-06-29 02:05:38,日程,拜访,客户拜访,,客户,`2025-07-03 16:00:00,`2025-07-03 17:00:00,`2025-07-03 15:30:00,否,,,,周四16点,周四17点,周四15点30分
用户:周六晚上6点帮我记个应酬局哈; 你:周六18点已经有工作会议安排了。这个应酬要改时间不？; 用户:改到18点吧; 你:什么时间提醒你？; 用户:提前2小时提醒我,`2025-06-29 02:05:38,日程,应酬,应酬局,,,`2025-07-05 18:00:00,,`2025-07-05 16:00:00,否,,,,周六18点,,周六16点
用户:帮我记下下周一12点有个客户拜访; 你:好嘞，什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-29 02:05:38,日程,拜访,有个客户拜访,,客户,`2025-06-30 12:00:00,,`2025-06-30 11:00:00,否,,,,下周一12点,,下周一11点
用户:帮我记下下周二17点有个出差会议; 你:好的，什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-29 02:05:38,日程,会议,出差会议,,,`2025-07-01 17:00:00,,`2025-07-01 16:00:00,否,,,,下周二17点,,下周二16点
用户:帮我记一下下周三16点有个团队会议; 你:下周三16点到17点已经有项目进度汇报了。团队会议要换个时间吗？; 用户:不用换，就这个时间。; 你:什么时间提醒你？; 用户:提前15分钟提醒我,`2025-06-29 02:05:38,日程,会议,团队会议,,,`2025-07-02 16:00:00,,`2025-07-02 15:45:00,否,,,,下周三16点,,提前15分钟
用户:帮我记下下周四中午12点有个项目汇报会; 你:好嘞，什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-29 02:05:38,日程,会议,有个项目汇报会,,,`2025-07-03 12:00:00,,`2025-07-03 11:00:00,否,,,,下周四中午12点,,下周四上午11点
用户:下周五早上9点帮我记个产品发布会; 你:好的，什么时间提醒你？; 用户:提前2小时提醒我,`2025-06-29 02:05:38,日程,展会,产品发布会,,,`2025-07-04 09:00:00,,`2025-07-04 07:00:00,否,,,,下周五早上9点,,下周五早上7点
用户:帮我记下下周六上午10点有个客户约见; 你:好的，什么时间提醒你？; 用户:提前3小时提醒我,`2025-06-29 02:05:38,日程,约见,有个客户约见,,客户,`2025-07-05 10:00:00,,`2025-07-05 07:00:00,否,,,,下周六上午10点,,下周六上午7点
用户:帮我记一下下周日晚上7点有个健身课; 你:下周日19点到21点已经有朋友聚餐了。健身课要换个时间吗？; 用户:改到下午5点吧; 你:好的，会持续多久啊？; 用户:大概2小时吧; 你:提前3小时叫你，成不？; 用户:ok,`2025-06-29 02:05:38,日程,运动,健身课,,,`2025-07-06 17:00:00,`2025-07-06 19:00:00,`2025-07-06 14:00:00,否,,,,下周日下午5点,下周日下午7点,下周日下午2点
用户:帮我记下今天9点有个项目碰头会; 你:好的，什么时间提醒你？; 用户:提前2小时提醒我,`2025-06-30 05:50:17,日程,会议,项目碰头会,,,`2025-06-30 09:00:00,,`2025-06-30 07:00:00,否,,,,今天9点,,今天7点
用户:明天晚上8点帮我记个健身计划; 你:好的，锻炼多久啊？; 用户:大概1小时吧。; 你:提前1小时提醒你，可以吗？; 用户:没问题,`2025-06-30 05:50:17,日程,运动,健身计划,,,`2025-07-01 20:00:00,`2025-07-01 21:00:00,`2025-07-01 19:00:00,否,,,,明天晚上8点,明天晚上9点,明天晚上7点
用户:后天晚上8点帮我记个应酬; 你:好的，会持续多久啊？; 用户:大概2个小时吧。; 你:提前2小时叫你，成不？; 用户:ok,`2025-06-30 05:50:17,日程,应酬,应酬,,,`2025-07-02 20:00:00,`2025-07-02 22:00:00,`2025-07-02 18:00:00,否,,,,后天晚上8点,后天晚上10点,后天晚上6点
用户:麻烦帮我安排下周一7点有个季度复盘会; 你:7点到9点已经有健身私教课了。闺蜜聚会要换个时间吗？; 用户:改到下午5点吧。; 你:好的，这个会议大概要开多久呀？; 用户:预计2小时左右; 你:提前3小时提醒你，可以吗？; 用户:没问题,`2025-06-30 05:50:17,日程,会议,季度复盘会,,,`2025-07-07 17:00:00,`2025-07-07 19:00:00,`2025-07-07 12:00:00,否,,,,下周一下午5点,下周一晚上7点,下周一中午12点
用户:下周二6点帮我记录个客户拜访; 你:好的，你:6点到9点已经有健身私教课了。闺蜜聚会要换个时间吗？; 用户:改到10点吧。; 你:好的，大概要多久啊？; 用户:差不多2小时吧; 你:提前半小时提醒你，可以吗？; 用户:行,`2025-06-30 05:50:17,日程,拜访,客户拜访,,客户,`2025-07-08 10:00:00,`2025-07-08 12:00:00,`2025-07-08 09:30:00,否,,,,下周二10点,下周二12点,下周二9点半
用户:帮我记下下周三7点有个团队复盘会; 你:7点到9点已经有健身私教课了。闺蜜聚会要换个时间吗？; 用户:改到17点吧。; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:提前15分钟叫你，成不？; 用户:ok,`2025-06-30 05:50:17,日程,会议,团队复盘会,,,`2025-07-09 17:00:00,`2025-07-09 18:00:00,`2025-07-09 16:45:00,否,,,,下周三17点,下周三18点,下周三16点45分
用户:帮我记下下周四晚上8点有个项目讨论会; 你:晚上8点到9点已经有健身私教课了。闺蜜聚会要换个时间吗？; 用户:改到下午3点吧。; 你:好的，大概要开多久呀？; 用户:差不多1小时吧; 你:提前15分钟提醒你可以吗？; 用户:没问题,`2025-06-30 05:50:17,日程,会议,项目讨论会,,,`2025-07-10 15:00:00,`2025-07-10 16:00:00,`2025-07-10 14:45:00,否,,,,下周四下午3点,下周四下午4点,下周四下午2点45分
用户:帮我记下下周五凌晨2点有个项目汇报会; 你:2点到3点已经有健身私教课了。闺蜜聚会要换个时间吗？; 用户:改到下午2点吧。; 你:好的，这个会议大概要开多久呀？; 用户:大概1小时吧。; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-30 05:50:17,日程,会议,项目汇报会,,,`2025-07-11 14:00:00,`2025-07-11 15:00:00,`2025-07-11 13:00:00,否,,,,下周五下午2点,下周五下午3点,下周五上午1点
用户:帮我记下下周六晚上8点有个团队培训; 你:晚上8点到9点已经有健身私教课了。闺蜜聚会要换个时间吗？; 用户:改到8点吧。; 你:好的，大概要多长时间呀？; 用户:差不多2个小时吧; 你:提前半小时提醒你，可以吗？; 用户:ok,`2025-06-30 05:50:17,日程,培训,团队培训,,,`2025-07-12 20:00:00,`2025-07-12 22:00:00,`2025-07-12 19:30:00,否,,,,下周六晚上8点,下周六晚上10点,下周六晚上7点30分
用户:帮我记下下周日8点有个家庭聚餐; 你:8点到9点已经有健身私教课了。闺蜜聚会要换个时间吗？; 用户:改到晚上8点吧。; 你:好的，提前2小时提醒你可以吗？; 用户:没问题,`2025-06-30 05:50:17,日程,聚会,家庭聚餐,,,`2025-07-13 20:00:00,,`2025-07-13 18:00:00,否,,,,下周日晚上8点,,提前2小时
用户:帮我记一下下周日8点有个家庭聚餐; 你:8点到9点已经有健身私教课了。闺蜜聚会要换个时间吗？; 用户:改到中午12吧。; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-30 05:50:17,日程,聚会,家庭聚餐,,,`2025-07-13 12:00:00,`2025-07-13 13:00:00,`2025-07-13 11:00:00,否,,,,下周日中午12点,下周日中午1点,下周日上午11点
用户:帮我记下明天下午2点有个客户会议; 你:明天下午两点到下午4点已经有客户会议了。客户会议要换个时间吗？; 用户:换成上午9点，赶在客户下班前。; 你:好嘞，在哪儿开呀？; 用户:客户公司会议室; 你:好的，会持续多久啊？; 用户:大概一个小时吧。; 你:提前十五分钟叫你成不？; 用户:成,`2025-06-27 03:35:44,日程,会议,客户会议,客户公司会议室,客户,`2025-06-28 09:00:00,`2025-06-28 10:00:00,`2025-06-28 08:45:00,否,,,,明天上午9点,明天上午10点,明天上午8点45分
用户:周三上午10点我要去上英语课; 你:下周三上午10点半到上午11点半已经有面试了。上英语课要换个时间吗？; 用户:好的，那我把英语课的时间调整到上午9点到10点。; 你:好嘞，提前多久提醒你啊？; 用户:一个小时,`2025-06-28 13:23:22,日程,学习,去上英语课,,,`2025-07-02 09:00:00,`2025-07-02 10:00:00,`2025-07-02 08:00:00,否,,,,周三上午9点,周三上午10点,周三上午8点
用户:周四上午10点我要去北京汽车展; 你:周四上午10点半到上午11点半已经有面试了。去健身房要换个时间吗？; 用户:好的，那调整到上午9点,`2025-06-25 08:58:23,日程,展会,去北京汽车展,北京,,`2025-06-26 09:00:00,,,否,,,,周四上午9点,,
用户:周五晚上7点有个饭局; 你:收到，提前多久提醒你？; 用户:20分钟  ,`2025-06-24 04:34:57,日程,聚会,有个饭局,,,`2025-06-27 19:00:00,,`2025-06-27 18:40:00,否,,,,周五晚上7点,,周五晚上6点40分
用户:下周一下午3点到5点有个项目评审会; 你:收到咧，在哪儿开呀？; 用户:改到下周二上午10点开。; 你:好嘞，提前15分钟叫你，行不？; 用户:别定闹钟了，我自己记得住。; 你:收到啦，要持续多久呀？; 用户:大概1个小时吧。,`2025-06-24 09:22:13,日程,会议,项目评审会,,,`2025-07-01 10:00:00,`2025-07-01 11:00:00,,否,,,,下周二上午10点,下周二上午11点,
用户:后天上午我要去医院体检; 你:好的，啥时候开始？; 用户:上午九点开始; 你:好嘞，啥时候提醒你？; 用户:明天下午三点提醒我一下。  ,`2025-06-24 20:07:34,日程,医疗,去医院体检,,,`2025-06-26 09:00:00,,`2025-06-25 15:00:00,否,,,,后天上午九点,,明天下午三点
用户:明天下午4点约了张总谈合作; 你:好的，要开多久啊？在哪儿开呀？; 用户:大概1小时吧，就在公司会议室。; 你:好嘞，提前15分钟提醒你哈？; 用户:好的,`2025-06-25 23:40:14,日程,约见,约张总谈合作,公司会议室,张总,`2025-06-26 16:00:00,`2025-06-26 17:00:00,`2025-06-26 15:45:00,否,,,,明天下午4点,明天下午5点,明天下午3点45分
用户:这周六上午10点要去接机; 你:周六上午10点到上午11点已经有线上会议了。去接机要换个时间吗？; 用户:调整接机到下周日。; 你:没问题，提前3小时叫你，可以吗？; 用户:好的，没问题。,`2025-06-27 16:01:37,日程,接机,去接机,,,,,,否,,,,下周日,,提前3小时
用户:周四下午3点到4点有个电话会议; 你:好嘞，在哪儿开呀？; 用户:视频会议; 你:好嘞，提前15分钟提醒你，行不？; 用户:好的，没问题。,`2025-06-27 03:53:19,日程,会议,有个电话会议,视频会议,,`2025-07-03 15:00:00,`2025-07-03 16:00:00,`2025-07-03 14:45:00,否,,,,周四下午3点,周四下午4点,周四下午2点45分
用户:下个月5号要交季度报告; 你:好嘞，啥时候开始？; 用户:下午两点; 你:下午两点已经被社团活动占了。下个月5号要交季度报告需要改个时间吗？; 用户:不用改，我可以提前完成社团活动。; 你:没问题，啥时候提醒你？; 用户:下午一点,`2025-06-27 01:57:03,待办,,下个月5号要交季度报告,,,`2025-07-05 14:00:00,,`2025-07-05 13:00:00,否,,,,下个月5日下午2点,,下个月5日下午1点
用户:明天中午12点和李经理吃饭; 你:没问题，要多久啊？在哪碰头？; 用户:大概一小时，停车场见。; 你:没问题，啥时候提醒你？; 用户:11点。  ,`2025-06-29 06:22:03,日程,聚会,和李经理吃饭,停车场,李经理,`2025-06-30 12:00:00,`2025-06-30 13:00:00,`2025-06-30 11:00:00,否,,,,明天中午12点,明天中午1点,明天中午11点
用户:下周二上午9点要面试新人; 你:上午9点已经被与客户谈合同占了。面试新人需要改个时间吗？; 用户:好的，那把面试时间调整到下周二上午10点吧。;你:好的，要开多久啊？在哪儿开呀？; 用户:面试预计开1小时，地点在公司会议室。; 你:提前15分钟提醒你啊？; 用户:好的，没问题。,`2025-06-28 13:33:28,日程,面试,面试新人,公司会议室,,`2025-07-01 10:00:00,`2025-07-01 11:00:00,`2025-07-01 09:45:00,否,,,,下周二上午10点,下周二上午11点,下周二上午9点45分
用户:这周五晚上6点参加同学聚会; 你:没问题，哪儿见呀？; 用户:在市中心的餐厅。; 你:收到啦，啥时候提醒你呀？; 用户:提前2小时提醒,`2025-06-29 15:42:17,日程,聚会,参加同学聚会,市中心的餐厅,,`2025-06-27 18:00:00,,`2025-06-27 16:00:00,否,,,,这周五晚上6点,,提前2小时
用户:明天早上8点要赶高铁; 你:好嘞，提前仨小时叫你哈？; 用户:别三小时了，提前俩小时就行。  ,`2025-06-26 06:53:31,日程,交通,要赶高铁,,,`2025-06-27 08:00:00,,`2025-06-27 06:00:00,否,,,,明天早上8点,,明天早上6点
用户:下周三下午2点到4点参加培训; 你:下周三下午两点到下午4点，有2个日程，参加培训要换个时间吗？; 用户:这个时间对我没问题，不需要调整。; 你:没问题，在哪儿开会？; 用户:会议室A; 你:好的，提前15分钟叫你成吗？; 用户:成，谢谢。,`2025-06-26 19:47:55,日程,培训,参加培训,会议室A,,`2025-07-02 14:00:00,`2025-07-02 16:00:00,`2025-07-02 13:45:00,否,,,,下周三下午2点,下周三下午4点,下周三上午1点45分
用户:下周五下午3点要见投资人; 你:下周五下午3点到下午4点已经有部门例会了。下周五下午3点要见投资人要换个时间吗？; 用户:好。,`2025-06-26 00:32:21,日程,约见,要见投资人,,投资人,`2025-07-04 15:00:00,,,否,,,,下周五下午3点,,
用户:下周五下午3点要见投资人; 你:下周五下午3点到下午4点已经有部门例会了。下周五下午3点要见投资人要换个时间吗？; 用户:好，改到4点。,`2025-06-29 18:27:45,日程,约见,要见投资人,,投资人,`2025-07-04 16:00:00,,,否,,,,下周五下午4点,,
用户:过几天要去北京出差; 你:收到啦，啥时候开始啊？; 用户:下周二早上八点; 你:好嘞，提前3小时叫你成不？; 用户:改成下周三走吧，周二不太方便。; ,`2025-06-28 21:20:14,日程,差旅,去北京出差,北京,,`2025-07-02 08:00:00,,,否,,,,下周三早上八点,,
用户:明天晚上7点看牙医; 你:明天下午6点到晚上8点已经有面试了。看牙医要换个时间吗？; 用户:好的，那我改到明天上午10点吧。; 你:好嘞，啥时候提醒你？; 用户:提前10分钟提醒。,`2025-06-28 05:14:27,日程,医疗,看牙医,,,`2025-06-29 10:00:00,,`2025-06-29 09:50:00,否,,,,明天上午10点,,明天上午9点50分
用户:帮我记一下明天下午的客户会议; 你:啥时候开始啊？要多久？; 用户:后天上午九点，预计两小时。; 你:下周二上午10点到上午11点，还有项目评审会，可能比较赶，客户会议要换个时间吗？; 用户:客户会议可以改到下周三上午9点; ,`2025-06-29 02:41:45,日程,会议,客户会议,,,`2025-07-02 09:00:00,`2025-07-02 11:00:00,,否,,,,下周三上午9点,下周三上午11点,
用户:提醒我今晚健身; 你:没问题，几点提醒你？; 用户:晚上8点提醒我  ,`2025-06-29 13:43:46,待办,运动,健身,,,`2025-06-29 20:00:00,,`2025-06-29 20:00:00,否,,,,晚上8点,,晚上8点
