query_hist,current_time,生成结果
帮我记下周日下午4点打网球，到时提醒我一下,2025-06-27 07:54:35,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""运动"",""content"":""打网球"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周日下午"",""start_time_chinese"":""4点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-06 16:00:00"",""end_time"":"""",""remind_time"":""2025-07-06 16:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 07:54:35""}}"
周六早上8点团队建设协调会,2025-06-27 08:11:15,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""团队建设协调会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周六"",""start_time_chinese"":""早上8点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 08:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 08:11:15""}}"
帮我记下周四晚上6点约王总吃饭,2025-06-27 08:18:26,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""约见"",""content"":""约王总吃饭"",""place"":"""",""related_person"":""王总"",""start_date_chinese"":""下周四"",""start_time_chinese"":""晚上6点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-03 18:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 08:18:26""}}"
周六全天年度战略规划研讨会,2025-06-27 08:46:07,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""年度战略规划研讨会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周六"",""start_time_chinese"":""全天"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 08:00:00"",""end_time"":""2025-06-28 20:00:00"",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 08:46:07""}}"
明天下午4点有面试,2025-06-27 10:12:59,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""面试"",""content"":""有面试"",""place"":"""",""related_person"":"""",""start_date_chinese"":""明天"",""start_time_chinese"":""下午4点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 16:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 10:12:59""}}"
周四下午3点媒体采访,2025-06-27 11:08:36,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""媒体采访"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周四"",""start_time_chinese"":""下午3点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-03 15:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 11:08:36""}}"
后天下午三点撰写新闻稿,2025-06-27 11:23:21,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""工作"",""content"":""撰写新闻稿"",""place"":"""",""related_person"":"""",""start_date_chinese"":""后天"",""start_time_chinese"":""下午三点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-29 15:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 11:23:21""}}"
下周五全天市场推广资源分配会,2025-06-27 11:28:59,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""市场推广资源分配会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周五"",""start_time_chinese"":""全天"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-04 08:00:00"",""end_time"":""2025-07-04 20:00:00"",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 11:28:59""}}"
后天下午三点调试直播间设备,2025-06-27 11:31:21,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""调试直播间设备"",""place"":"""",""related_person"":"""",""start_date_chinese"":""后天"",""start_time_chinese"":""下午三点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-29 15:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 11:31:21""}}"
明天上午十点更新 CRM 系统客户信息,2025-06-27 11:43:48,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""工作"",""content"":""更新 CRM 系统客户信息"",""place"":"""",""related_person"":"""",""start_date_chinese"":""明天"",""start_time_chinese"":""上午十点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 10:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 11:43:48""}}"
本月31号数据安全管理工作会,2025-06-27 12:06:26,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""数据安全管理工作会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""本月31号"",""start_time_chinese"":"""",""start_time_has_hour"":""否"",""start_time_not_right"":""0"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 12:06:26""}}"
明天中午12:30团队复盘总结会,2025-06-27 12:20:16,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""团队复盘总结会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""明天"",""start_time_chinese"":""12:30"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 12:30:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 12:20:16""}}"
本月31号线上营销活动复盘会,2025-06-27 12:22:54,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""线上营销活动复盘会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""本月31号"",""start_time_chinese"":"""",""start_time_has_hour"":""否"",""start_time_not_right"":""1"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 12:22:54""}}"
下周四全天培训,2025-06-27 12:50:14,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""工作"",""content"":""培训"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周四"",""start_time_chinese"":""全天"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-03 08:00:00"",""end_time"":""2025-07-03 20:00:00"",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 12:50:14""}}"
明天下午三点用户调研,2025-06-27 13:22:02,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""用户调研"",""place"":"""",""related_person"":"""",""start_date_chinese"":""明天"",""start_time_chinese"":""下午三点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 15:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:22:02""}}"
下周五下午要见供应商,2025-06-27 13:38:27,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""约见"",""content"":""要见供应商"",""place"":"""",""related_person"":""供应商"",""start_date_chinese"":""下周五"",""start_time_chinese"":""下午"",""start_time_has_hour"":""否"",""start_time_not_right"":""1"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:38:27""}}"
周四下午3点半要见投资人,2025-06-27 13:38:29,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""约见"",""content"":""要见投资人"",""place"":"""",""related_person"":""投资人"",""start_date_chinese"":""周四"",""start_time_chinese"":""下午3点半"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-03 15:30:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:38:29""}}"
下周三下午2点选购办公用品，到时提醒我一下,2025-06-27 13:48:46,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""购物"",""content"":""选购办公用品"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周三"",""start_time_chinese"":""下午2点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 14:00:00"",""end_time"":"""",""remind_time"":""2025-07-02 14:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:48:46""}}"
明天中午11:30约了牙医,2025-06-27 14:05:53,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""就医"",""content"":""约了牙医"",""place"":"""",""related_person"":"""",""start_date_chinese"":""明天"",""start_time_chinese"":""11:30"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 11:30:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 14:05:53""}}"
明晚6点部门聚餐,2025-06-27 14:10:06,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""应酬"",""content"":""部门聚餐"",""place"":"""",""related_person"":"""",""start_date_chinese"":""明晚"",""start_time_chinese"":""6点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 18:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 14:10:06""}}"
本月20号宠物洗澡，到时提醒我一下,2025-06-27 14:30:29,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""健康"",""content"":""宠物洗澡"",""place"":"""",""related_person"":"""",""start_date_chinese"":""本月20号"",""start_time_chinese"":"""",""start_time_has_hour"":""否"",""start_time_not_right"":""0"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 14:30:29""}}"
明天下午2点统计考勤信息,2025-06-27 14:41:21,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""工作"",""content"":""统计考勤信息"",""place"":"""",""related_person"":"""",""start_date_chinese"":""明天"",""start_time_chinese"":""下午2点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 14:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 14:41:21""}}"
下周三全天年度经营目标规划会议,2025-06-27 15:33:07,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""年度经营目标规划会议"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周三"",""start_time_chinese"":""全天"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 08:00:00"",""end_time"":""2025-07-02 20:00:00"",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 15:33:07""}}"
本月28号下午三点制定工作计划,2025-06-27 16:27:06,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""工作"",""content"":""制定工作计划"",""place"":"""",""related_person"":"""",""start_date_chinese"":""本月28号"",""start_time_chinese"":""下午三点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 15:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 16:27:06""}}"
本月最后一个工作日交报告，到时提醒我一下,2025-06-27 16:28:52,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""工作"",""content"":""交报告"",""place"":"""",""related_person"":"""",""start_date_chinese"":""本月最后一个工作日"",""start_time_chinese"":"""",""start_time_has_hour"":""否"",""start_time_not_right"":""1"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 16:28:52""}}"
后天下午三点产品迭代升级规划会,2025-06-27 16:31:07,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""产品迭代升级规划会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""后天"",""start_time_chinese"":""下午三点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-29 15:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 16:31:07""}}"
周五晚上7点约了老王吃饭,2025-06-27 16:50:24,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""约见"",""content"":""约了老王吃饭"",""place"":"""",""related_person"":""老王"",""start_date_chinese"":""周五"",""start_time_chinese"":""晚上7点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-27 19:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 16:50:24""}}"
后天上午十点半研发进度沟通会,2025-06-27 17:37:45,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""研发进度沟通会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""后天"",""start_time_chinese"":""十点半"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-29 10:30:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 17:37:45""}}"
下周六全天施工检查,2025-06-27 17:39:28,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""工作"",""content"":""施工检查"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周六"",""start_time_chinese"":""全天"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-05 08:00:00"",""end_time"":""2025-07-05 20:00:00"",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 17:39:28""}}"
下个月5号种植绿植，到时提醒我一下,2025-06-27 17:42:38,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""工作"",""content"":""种植绿植"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下个月5号"",""start_time_chinese"":"""",""start_time_has_hour"":""否"",""start_time_not_right"":""0"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 17:42:38""}}"
明天早上7点晨跑，到时提醒我一下,2025-06-27 18:05:40,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""运动"",""content"":""晨跑"",""place"":"""",""related_person"":"""",""start_date_chinese"":""明天"",""start_time_chinese"":""早上7点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 07:00:00"",""end_time"":"""",""remind_time"":""2025-06-28 07:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 18:05:40""}}"
下周二下午3点购买数码配件，到时提醒我一下,2025-06-27 18:44:20,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""购物"",""content"":""购买数码配件"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周二"",""start_time_chinese"":""下午3点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-01 15:00:00"",""end_time"":"""",""remind_time"":""2025-07-01 15:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 18:44:20""}}"
下周三全天绩效考核制度修订会议,2025-06-27 18:47:57,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""绩效考核制度修订会议"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周三"",""start_time_chinese"":""全天"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 08:00:00"",""end_time"":""2025-07-02 20:00:00"",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 18:47:57""}}"
明天晚上8点准备投标材料,2025-06-27 19:04:13,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""工作"",""content"":""准备投标材料"",""place"":"""",""related_person"":"""",""start_date_chinese"":""明天"",""start_time_chinese"":""晚上8点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 20:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 19:04:13""}}"
下个月8号发版,2025-06-27 19:04:38,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""工作"",""content"":""发版"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下个月8号"",""start_time_chinese"":"""",""start_time_has_hour"":""否"",""start_time_not_right"":""0"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 19:04:38""}}"
后天上午十一点销售渠道拓展策略会,2025-06-27 19:40:28,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""销售渠道拓展策略会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""后天"",""start_time_chinese"":""上午十一点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-29 11:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 19:40:28""}}"
周日早上8点新业务拓展研讨会,2025-06-27 19:55:27,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""新业务拓展研讨会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周日"",""start_time_chinese"":""早上8点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-29 08:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 19:55:27""}}"
下周四全天大模型规划,2025-06-27 20:09:51,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""工作"",""content"":""大模型规划"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周四"",""start_time_chinese"":""全天"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-03 08:00:00"",""end_time"":""2025-07-03 20:00:00"",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 20:09:51""}}"
下周三中午12点午餐会,2025-06-27 20:31:29,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""约见"",""content"":""午餐会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周三"",""start_time_chinese"":""中午12点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 12:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 20:31:29""}}"
本月25号下午两点审议合同修订条款评审会,2025-06-27 20:38:26,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""审议合同修订条款评审会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""本月25号"",""start_time_chinese"":""下午两点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-25 14:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 20:38:26"",""is_stop"":true,""reply_content"":""开始时间已经过去了，重说一下呗""}}"
下周四下午两点季度销售业绩复盘会,2025-06-27 20:53:12,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""季度销售业绩复盘会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周四"",""start_time_chinese"":""下午两点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-03 14:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 20:53:12""}}"
记一下后天下午3到5点要见重要大客户,2025-06-27 21:34:07,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""约见"",""content"":""见重要大客户"",""place"":"""",""related_person"":""重要大客户"",""start_date_chinese"":""后天"",""start_time_chinese"":""下午3到5点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-29 15:00:00"",""end_time"":""2025-06-29 17:00:00"",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 21:34:07""}}"
后天十点半产品升级研讨会,2025-06-27 22:06:38,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""产品升级研讨会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""后天"",""start_time_chinese"":""十点半"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-29 10:30:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 22:06:38""}}"
下周三全天电商平台运营策略讨论会,2025-06-27 22:20:13,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""电商平台运营策略讨论会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周三"",""start_time_chinese"":""全天"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 08:00:00"",""end_time"":""2025-07-02 20:00:00"",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 22:20:13""}}"
本月31号季度总结,2025-06-27 22:25:42,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""工作"",""content"":""季度总结"",""place"":"""",""related_person"":"""",""start_date_chinese"":""本月31号"",""start_time_chinese"":"""",""start_time_has_hour"":""否"",""start_time_not_right"":""2"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 22:25:42"",""is_stop"":true,""reply_content"":""开始时间不存在哦，重说一下呗""}}"
本月27号项目进度管控推进会,2025-06-27 22:40:22,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""项目进度管控推进会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""本月27号"",""start_time_chinese"":"""",""start_time_has_hour"":""否"",""start_time_not_right"":""1"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 22:40:22""}}"
下个月8号上午九点客户方案修改,2025-06-27 22:54:19,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""客户方案修改"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下个月8号"",""start_time_chinese"":""上午九点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-08 09:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 22:54:19""}}"
下周三下午4点员工培训规划会,2025-06-27 23:24:45,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""员工培训规划会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周三"",""start_time_chinese"":""下午4点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 16:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 23:24:45""}}"
明天上午十一点亮哥座谈会,2025-06-28 00:01:12,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""亮哥座谈会"",""place"":"""",""related_person"":""亮哥"",""start_date_chinese"":""明天"",""start_time_chinese"":""上午十一点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-29 11:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-28 00:01:12""}}"
下周五晚上六点销售激励政策讨论会,2025-06-28 00:16:20,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""销售激励政策讨论会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周五"",""start_time_chinese"":""晚上六点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-04 18:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-28 00:16:20""}}"
大后天上午10点要入职体检,2025-06-28 00:28:03,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""健康"",""content"":""入职体检"",""place"":"""",""related_person"":"""",""start_date_chinese"":""大后天"",""start_time_chinese"":""上午10点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 10:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-28 00:28:03""}}"
本月28号还车贷，到时提醒我一下,2025-06-28 00:58:46,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""工作"",""content"":""还车贷"",""place"":"""",""related_person"":"""",""start_date_chinese"":""本月28号"",""start_time_chinese"":"""",""start_time_has_hour"":""否"",""start_time_not_right"":""0"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-28 00:58:46""}}"
