query_hist,current_time,memory_type,memory_subtype,content,place,related_person,start_time_has_hour,start_time_not_right,start_time,end_time,remind_time,is_repeat_time,repeat_freq,repeat_value,repeat_last_time
明天中午十二点挑选美妆产品，到时提醒我一下,`2025-06-29 22:51:27,待办,购物,挑选美妆产品,,,是,0,`2025-06-30 12:00:00,,`2025-06-30 12:00:00,否,,,
后天下午2点到4点客户需求分析会,`2025-06-29 23:07:46,日程,会议,客户需求分析会,,,是,0,`2025-07-01 14:00:00,`2025-07-01 16:00:00,,否,,,
帮我记下下周二下午三点需求评审会议,`2025-06-29 23:32:38,日程,会议,需求评审会议,,,是,0,`2025-07-01 15:00:00,,,否,,,
明天下午2点阅读书籍，到时提醒我一下,`2025-06-29 23:35:40,待办,读书,阅读书籍,,,是,0,`2025-06-30 14:00:00,,`2025-06-30 14:00:00,否,,,
本月29号版本测试,`2025-06-29 23:58:35,日程,资料,版本测试,,,否,0,,,,否,,,
明天上午十一点小组周会,`2025-06-30 00:14:42,日程,会议,小组周会,,,是,0,`2025-07-01 11:00:00,,,否,,,
明天晚上8点线上入职培训,`2025-06-30 00:54:03,日程,会议,线上入职培训,,,是,0,`2025-07-01 20:00:00,,,否,,,
周六上午九点半制定下月工作计划,`2025-06-30 01:03:20,日程,工作,制定下月工作计划,,,是,0,`2025-07-05 09:30:00,,,否,,,
明天下午4点送文件,`2025-06-30 01:33:04,日程,资料,送文件,,,是,0,`2025-07-01 16:00:00,,,否,,,
记一下这周五下午4点长跑，到时提醒我一下,`2025-06-30 02:09:58,待办,运动,长跑,,,是,0,`2025-07-04 16:00:00,,`2025-07-04 16:00:00,否,,,
明天下午3点客户合作洽谈会,`2025-06-30 02:38:55,日程,会议,客户合作洽谈会,,,是,0,`2025-07-01 15:00:00,,,否,,,
下个月5号信用卡还款，提醒一下,`2025-06-30 03:21:47,待办,健康,信用卡还款,,,否,0,,,,否,,,
后天下午三点制作 PPT 演示文稿,`2025-06-30 03:38:55,待办,工作,制作 PPT 演示文稿,,,是,0,`2025-07-02 15:00:00,,,否,,,
帮我记下周五中午12点约了猎头,`2025-06-30 05:02:20,日程,约见,约了猎头,,猎头,是,0,`2025-07-04 12:00:00,,,否,,,
下周四下午两点客户需求深度分析会,`2025-06-30 05:06:14,日程,会议,客户需求深度分析会,,,是,0,`2025-07-10 14:00:00,,,否,,,
提醒我下周五下午2点游泳训练,`2025-06-30 05:26:52,待办,运动,游泳训练,,,是,0,`2025-07-11 14:00:00,,,否,,,
周五下午四点设计员工工牌样式,`2025-06-30 05:46:50,日程,设计,设计员工工牌样式,,,是,0,`2025-07-04 16:00:00,,,否,,,
下周一全天安装办公软件更新包,`2025-06-30 05:50:59,日程,工作,安装办公软件更新包,,,是,0,`2025-07-07 08:00:00,`2025-07-07 20:00:00,,否,,,
周日早上制作产品报价,`2025-06-30 05:59:46,待办,工作,制作产品报价,,,否,1,,,,否,,,
下周五全天外出考察,`2025-06-30 06:29:39,日程,出行,外出考察,,,是,0,`2025-07-11 08:00:00,`2025-07-11 20:00:00,,否,,,
下周二全天制作员工绩效考核表,`2025-06-30 07:57:12,日程,工作,制作员工绩效考核表,,,是,0,`2025-07-08 08:00:00,`2025-07-08 20:00:00,,否,,,
本月28号下午三点数据看板更新,`2025-06-30 08:12:08,日程,资料,数据看板更新,,,是,0,`2025-06-28 15:00:00,,,否,,,
明天下午三点清洗水杯，到时提醒我一下,`2025-06-30 08:14:15,待办,健康,清洗水杯,,,是,0,`2025-07-01 15:00:00,,`2025-07-01 15:00:00,否,,,
后天中午12点牙医复诊,`2025-06-30 08:59:03,日程,就医,牙医复诊,,,是,0,`2025-07-02 12:00:00,,,否,,,
下周一下午3点badcase复盘会,`2025-06-30 09:06:08,日程,会议,badcase复盘会,,,是,0,`2025-07-07 15:00:00,,,否,,,
帮我记下周三下午3点要见客户,`2025-06-30 09:41:56,日程,约见,要见客户,,客户,是,0,`2025-07-09 15:00:00,,,否,,,
下周一全天用户体验交流,`2025-06-30 09:47:59,日程,会议,用户体验交流,,,是,0,`2025-07-07 08:00:00,`2025-07-07 20:00:00,,否,,,
下周一全天产品失败总结复盘,`2025-06-30 10:17:09,日程,会议,产品失败总结复盘,,,是,0,`2025-07-07 08:00:00,`2025-07-07 20:00:00,,否,,,
明天早上8点专利申报策略规划会议,`2025-06-30 10:46:46,日程,会议,专利申报策略规划会议,,,是,0,`2025-07-01 08:00:00,,,否,,,
下周一早上8点颐和园游玩,`2025-06-30 10:52:18,日程,出行,颐和园游玩,颐和园,,是,0,`2025-07-07 08:00:00,,,否,,,
周四下午两点到四点半用户测试会议,`2025-06-30 10:53:17,日程,会议,用户测试会议,,,是,0,`2025-07-03 14:00:00,`2025-07-03 16:30:00,,否,,,
本月15号发工资,`2025-06-30 11:13:52,待办,工作,发工资,,,否,1,,,,否,,,
下周三上午有个安全生产专项部署会,`2025-06-30 12:06:32,日程,会议,安全生产专项部署会,,,否,1,,,,否,,,
下周三下午四点市场策略协调会,`2025-06-30 12:19:47,日程,会议,市场策略协调会,,,是,0,`2025-07-09 16:00:00,,,否,,,
下周二全天布置公司活动场地,`2025-06-30 12:46:39,日程,工作,布置公司活动场地,,,是,0,`2025-07-08 08:00:00,`2025-07-08 20:00:00,,否,,,
本月29号客户拜访，收集改进建议,`2025-06-30 12:50:41,日程,约见,客户拜访，收集改进建议,,客户,否,0,,,,否,,,
下周三全天新产品研发立项评审会,`2025-06-30 12:56:32,日程,会议,新产品研发立项评审会,,,是,0,`2025-07-09 08:00:00,`2025-07-09 20:00:00,,否,,,
后天中午11点半带孩子去博物馆,`2025-06-30 13:10:28,日程,出行,带孩子去博物馆,博物馆,孩子,是,0,`2025-07-02 11:30:00,,,否,,,
下周四全天设备维护保养工作会,`2025-06-30 13:16:04,日程,会议,设备维护保养工作会,,,是,0,`2025-07-10 08:00:00,`2025-07-10 20:00:00,,否,,,
下周四晚上7点王姨介绍的相亲,`2025-06-30 14:24:25,日程,约见,王姨介绍的相亲,,王姨,是,0,`2025-07-10 19:00:00,,,否,,,
后天晚上6点半家长群会议,`2025-06-30 14:29:35,日程,会议,家长群会议,,,是,0,`2025-07-02 18:30:00,,,否,,,
下周五下午3点新车提车,`2025-06-30 14:56:31,日程,出行,新车提车,,,是,0,`2025-07-11 15:00:00,,,否,,,
本月31号人才梯队建设研讨会,`2025-06-30 15:05:33,日程,会议,人才梯队建设研讨会,,,否,0,,,,否,,,
下周四全天跨部门沟通,`2025-06-30 15:09:05,日程,会议,跨部门沟通,,,是,0,`2025-07-10 08:00:00,`2025-07-10 20:00:00,,否,,,
下周六全天环球影城一日游，到时提醒我一下,`2025-06-30 15:22:06,日程,出行,环球影城一日游,环球影城,,是,0,`2025-07-12 08:00:00,`2025-07-12 20:00:00,`2025-07-12 08:00:00,否,,,
下周二上午10:30-12:00投资人会议,`2025-06-30 15:25:54,日程,会议,投资人会议,,,是,0,`2025-07-08 10:30:00,`2025-07-08 12:00:00,,否,,,
周五晚上7点约了饭局,`2025-06-30 15:51:52,日程,应酬,约了饭局,,,是,0,`2025-07-04 19:00:00,,,否,,,
下周一全天需求收集会,`2025-06-30 16:39:26,日程,会议,需求收集会,,,是,0,`2025-07-07 08:00:00,`2025-07-07 20:00:00,,否,,,
周五下午1点离职手续，提醒我一下,`2025-06-30 16:46:17,待办,工作,离职手续,,,是,0,`2025-07-04 13:00:00,,`2025-07-04 13:00:00,否,,,
下周日中午12点家庭聚餐,`2025-06-30 18:02:17,日程,家庭,家庭聚餐,,,是,0,`2025-07-13 12:00:00,,,否,,,
帮我记下周四晚上8点线上课程,`2025-06-30 18:09:49,日程,学习,线上课程,,,是,0,`2025-07-10 20:00:00,,,否,,,
下周三上午九点原型设计评审,`2025-06-30 18:14:44,日程,会议,原型设计评审,,,是,0,`2025-07-09 09:00:00,,,否,,,
下周二全天洽谈合作合同细节,`2025-06-30 18:58:29,日程,会议,洽谈合作合同细节,,,是,0,`2025-07-08 08:00:00,`2025-07-08 20:00:00,,否,,,
后天九点专利申报工作部署会,`2025-06-30 19:04:07,日程,会议,专利申报工作部署会,,,是,0,`2025-07-02 09:00:00,,,否,,,
下周三全天新员工培训,`2025-06-30 19:15:53,日程,工作,新员工培训,,,是,0,`2025-07-09 08:00:00,`2025-07-09 20:00:00,,否,,,
提醒我一下明天下午3点哑铃推举,`2025-06-30 19:34:08,待办,运动,哑铃推举,,,是,0,`2025-07-01 15:00:00,,,否,,,
下周二全天处理员工请假申请,`2025-06-30 20:45:16,日程,工作,处理员工请假申请,,,是,0,`2025-07-08 08:00:00,`2025-07-08 20:00:00,,否,,,
周四上午九点职业发展通道设计会议,`2025-06-30 20:58:00,日程,会议,职业发展通道设计会议,,,是,0,`2025-07-03 09:00:00,,,否,,,
下周四全天客户分级管理方案评审会,`2025-06-30 21:29:18,日程,会议,客户分级管理方案评审会,,,是,0,`2025-07-10 08:00:00,`2025-07-10 20:00:00,,否,,,
明天上午十点员工绩效评审会,`2025-06-30 22:15:40,日程,会议,员工绩效评审会,,,是,0,`2025-07-01 10:00:00,,,否,,,
下周一上午10点签约,`2025-06-30 22:35:14,日程,会议,签约,,,是,0,`2025-07-07 10:00:00,,,否,,,
下周一早上9点参观天安门,`2025-06-30 23:04:57,日程,出行,参观天安门,天安门,,是,0,`2025-07-07 09:00:00,,,否,,,
下个月10号打扫厨房，到时提醒我一下,`2025-06-30 23:07:34,待办,家务,打扫厨房,,,否,0,,,,否,,,
下周四下午两点新产品研发启动会,`2025-06-30 23:29:05,日程,会议,新产品研发启动会,,,是,0,`2025-07-10 14:00:00,,,否,,,
周五下午四点办公流程标准化讨论会,`2025-06-30 23:29:44,日程,会议,办公流程标准化讨论会,,,是,0,`2025-07-04 16:00:00,,,否,,,
明天上午十一点roadmap评审,`2025-06-30 23:39:02,日程,会议,roadmap评审,,,是,0,`2025-07-01 11:00:00,,,否,,,
后天早上调试设备系统,`2025-06-30 23:42:28,待办,工作,调试设备系统,,,否,0,,,,否,,,
后天下午1点半技术方案对接会,`2025-06-30 23:43:12,日程,会议,技术方案对接会,,,是,0,`2025-07-02 13:30:00,,,否,,,
明天上午十一点校对图书稿件错别字,`2025-06-30 23:59:12,日程,工作,校对图书稿件错别字,,,是,0,`2025-07-01 11:00:00,,,否,,,
每周一上午9点站会，截止到今年底,`2025-07-02 19:52:12,日程,会议,每周一上午9点站会,,,是,0,`2025-07-06 09:00:00,`2025-07-06 10:00:00,,是,周,1,2025-12-31 23:59:59
每月5号上午10点交房贷，截止到今年底,`2025-07-02 19:52:12,待办,工作,交房贷,,,是,0,`2025-07-05 10:00:00,,,是,月,5,2025-12-31
