query_hist,current_time,生成结果
用户:帮我记下下周五下午3点有个项目汇报会; 你:好的，这个会要开多久啊？; 用户:大概2个小时吧。; 你:需要提前多久提醒你？; 用户:提前1小时提醒我,2025-06-25 01:33:19,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""项目汇报会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周五"",""start_time_chinese"":""下午3点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-04 15:00:00"",""end_time"":""2025-07-04 17:00:00"",""remind_time"":""2025-07-04 14:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 01:33:19""}}"
用户:帮我记一下下周六10点有个健身课; 你:下周六10点到12点已经有团队会议了。健身课要换个时间吗？; 用户:改到下周六午2点吧。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前2小时叫你，成不？; 用户:ok,2025-06-25 01:33:19,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""运动"",""content"":""健身课"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周六"",""start_time_chinese"":""午2点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-05 14:00:00"",""end_time"":""2025-07-05 16:00:00"",""remind_time"":""2025-07-05 12:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 01:33:19""}}"
用户:帮我记下下周日晚上8点有个健身课; 你:好的，会持续多久啊？; 用户:大概2小时吧; 你:什么时间提醒你？; 用户:提前1小时提醒我,2025-06-25 01:33:19,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""运动"",""content"":""健身课"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周日"",""start_time_chinese"":""晚上8点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-06 20:00:00"",""end_time"":""2025-07-06 22:00:00"",""remind_time"":""2025-07-06 19:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 01:33:19""}}"
用户:帮我记一下下周日午1点有个客户拜访; 你:好的，需要提前多久提醒您呀？; 用户:提前1小时提醒我,2025-06-25 01:33:19,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""约见"",""content"":""下周日午1点有个客户拜访"",""place"":"""",""related_person"":""客户"",""start_date_chinese"":""下周日"",""start_time_chinese"":""午1点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-06 13:00:00"",""end_time"":"""",""remind_time"":""2025-07-06 12:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 01:33:19""}}"
用户:帮我记一下今天10点有个商务会议; 你:今天上午10点到11点已经有客户拜访了。商务会议要换个时间吗？; 用户:改到今天下午2点吧; 你:好的，会持续多久啊？; 用户:大概1小时吧; 你:提前2小时叫你，成不？; 用户:ok,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""商务会议"",""place"":"""",""related_person"":"""",""start_date_chinese"":""今天"",""start_time_chinese"":""下午2点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-26 14:00:00"",""end_time"":""2025-06-26 15:00:00"",""remind_time"":""2025-06-26 12:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:帮我记下明天晚上8点有个客户约见; 你:好的，大概要持续多久呀？; 用户:大概1小时左右吧; 你:提前15分钟提醒你可以吗？; 用户:没问题,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""约见"",""content"":""有个客户约见"",""place"":"""",""related_person"":""客户"",""start_date_chinese"":""明天"",""start_time_chinese"":""晚上8点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-27 20:00:00"",""end_time"":""2025-06-27 21:00:00"",""remind_time"":""2025-06-27 19:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:后天早上8点帮我记个工作会议哈; 你:好的，要持续多长时间啊？; 用户:大概2小时吧; 你:提前15分钟提醒你可以吗？; 用户:ok,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""个工作会议"",""place"":"""",""related_person"":"""",""start_date_chinese"":""后天"",""start_time_chinese"":""早上8点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 08:00:00"",""end_time"":""2025-06-28 10:00:00"",""remind_time"":""2025-06-28 07:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:下周一9点我想去看牙医; 你:好的，什么时间提醒你？; 用户:提前3小时提醒我,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""就医"",""content"":""去看牙医"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周一"",""start_time_chinese"":""9点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-30 09:00:00"",""end_time"":"""",""remind_time"":""2025-06-30 06:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户：帮我记下周二下午4点有个项目会议; 你：好的，这个会要开多久啊？; 用户：大概1个小时吧; 你：提前3小时提醒你，可以吗？; 用户：ok,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""项目会议"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周二"",""start_time_chinese"":""下午4点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-01 16:00:00"",""end_time"":""2025-07-01 17:00:00"",""remind_time"":""2025-07-01 13:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:帮我记下周三下午2点有个项目会议; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:什么时间提醒你？; 用户:提前15分钟提醒我,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""项目会议"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周三"",""start_time_chinese"":""下午2点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 14:00:00"",""end_time"":""2025-07-02 15:00:00"",""remind_time"":""2025-07-02 13:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:帮我记下周四11点有个团队会议; 你:好的，什么时间提醒你？; 用户:提前3小时提醒我,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""团队会议"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周四"",""start_time_chinese"":""11点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-03 11:00:00"",""end_time"":"""",""remind_time"":""2025-07-03 08:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:帮我记下周五晚上6点有个朋友聚餐; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:什么时间提醒你？; 用户:提前半小时提醒我,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""约见"",""content"":""朋友聚餐"",""place"":"""",""related_person"":""朋友"",""start_date_chinese"":""周五"",""start_time_chinese"":""晚上6点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-27 18:00:00"",""end_time"":""2025-06-27 20:00:00"",""remind_time"":""2025-06-27 17:30:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:帮我记下周六下午4点有个项目讨论会; 你:好的，会持续多久啊？; 用户:大概2小时吧; 你:什么时间提醒你？; 用户:提前1小时提醒我,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""项目讨论会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周六"",""start_time_chinese"":""下午4点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-05 16:00:00"",""end_time"":""2025-07-05 18:00:00"",""remind_time"":""2025-07-05 15:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:帮我记下周日早上10点有个项目汇报会; 你:好的，这个会大概要开多久呀？; 用户:差不多1小时吧; 你:那我提前半小时提醒你准备可以吗？; 用户:ok,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""项目汇报会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周日"",""start_time_chinese"":""早上10点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-06 10:00:00"",""end_time"":""2025-07-06 11:00:00"",""remind_time"":""2025-07-06 09:30:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:这周日下午6点帮我记个家庭聚餐; 你:好的亲，聚餐大概要多久呀？; 用户:差不多1个小时吧; 你:那我提前15分钟提醒你，可以吗？; 用户:ok,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""家庭"",""content"":""家庭聚餐"",""place"":"""",""related_person"":"""",""start_date_chinese"":""这周日下午"",""start_time_chinese"":""6点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 18:00:00"",""end_time"":""2025-06-28 19:00:00"",""remind_time"":""2025-06-28 17:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:帮我记下下周一晚上7点有个健身课; 你:好的，什么时间提醒你？; 用户:提前15分钟提醒我,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""运动"",""content"":""健身课"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周一"",""start_time_chinese"":""晚上7点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-30 19:00:00"",""end_time"":"""",""remind_time"":""2025-06-30 18:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:帮我记一下下周二晚上7点有个项目汇报会; 你:下周二19点到20点已经有客户约见了。汇报会要改个时间吗？; 用户:改到下周二19点。; 你:好的，大概要开多久啊？; 用户:大概2小时吧。; 你:提前1小时提醒你，行不？; 用户:ok,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""项目汇报会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周二"",""start_time_chinese"":""19点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-01 19:00:00"",""end_time"":""2025-07-01 21:00:00"",""remind_time"":""2025-07-01 18:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:帮我记下下周三9点要看医生；; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前3小时叫你，成不？; 用户:ok,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""就医"",""content"":""下周三9点要看医生"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周三"",""start_time_chinese"":""9点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 09:00:00"",""end_time"":""2025-07-02 11:00:00"",""remind_time"":""2025-07-02 06:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:帮我记一下下周四13点有个项目汇报会; 你:下周四13点到14点已经有客户拜访安排了。项目汇报会要换个时间吗？; 用户:不用换了，就这个时间。; 你:好嘞，提前15分钟叫你成不？; 用户:ok,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""项目汇报会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周四"",""start_time_chinese"":""13点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-03 13:00:00"",""end_time"":""2025-07-03 14:00:00"",""remind_time"":""2025-07-03 12:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:帮我记下下周五18点有个健身课程; 你:好的，什么时间提醒你？; 用户:提前15分钟提醒我,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""运动"",""content"":""健身课程"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周五"",""start_time_chinese"":""18点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-04 18:00:00"",""end_time"":"""",""remind_time"":""2025-07-04 17:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:帮我记下下周六上午10点有个健身课; 你:好的，什么时间提醒你？; 用户:提前2小时提醒我,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""运动"",""content"":""健身课"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周六"",""start_time_chinese"":""上午10点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-05 10:00:00"",""end_time"":"""",""remind_time"":""2025-07-05 08:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:帮我记下下周日13点有个家庭聚餐; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:什么时间提醒你？; 用户:提前1小时提醒我,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""家庭"",""content"":""家庭聚餐"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周日"",""start_time_chinese"":""13点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-06 13:00:00"",""end_time"":""2025-07-06 15:00:00"",""remind_time"":""2025-07-06 12:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:帮我记下下周天18点约了朋友吃饭; 你:好的，什么时间提醒你？; 用户:提前3小时提醒我,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""约见"",""content"":""约了朋友吃饭"",""place"":"""",""related_person"":""朋友"",""start_date_chinese"":""下周天"",""start_time_chinese"":""18点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-06 18:00:00"",""end_time"":"""",""remind_time"":""2025-07-06 15:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:帮我记下今天10点有个项目会议; 你:好的，会持续多久啊？; 用户:大概1小时吧; 你:什么时间提醒你？; 用户:提前1小时提醒我,2025-06-27 04:00:31,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""项目会议"",""place"":"""",""related_person"":"""",""start_date_chinese"":""今天"",""start_time_chinese"":""10点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-27 10:00:00"",""end_time"":""2025-06-27 11:00:00"",""remind_time"":""2025-06-27 09:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 04:00:31""}}"
用户:明天下午5点帮我记个客户约谈; 你:好的，大概要多久啊？; 用户:差不多1小时吧; 你:提前半小时提醒你，可以吗？; 用户:ok,2025-06-27 04:00:31,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""约见"",""content"":""客户约谈"",""place"":"""",""related_person"":"""",""start_date_chinese"":""明天"",""start_time_chinese"":""下午5点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 17:00:00"",""end_time"":""2025-06-28 18:00:00"",""remind_time"":""2025-06-28 16:30:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 04:00:31""}}"
用户:帮我记下后天早上8点有个重要会议; 你:好的，什么时间提醒你呢？; 用户:提前3小时提醒我,2025-06-27 04:00:31,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""有个重要会议"",""place"":"""",""related_person"":"""",""start_date_chinese"":""后天"",""start_time_chinese"":""早上8点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-29 08:00:00"",""end_time"":"""",""remind_time"":""2025-06-29 05:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 04:00:31""}}"
用户:帮我记下周一下午3点有个项目会议; 你:好的，大概要开多久啊？; 用户:差不多2小时吧; 你:提前半小时提醒你，行吗？; 用户:可以,2025-06-27 04:00:31,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""项目会议"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周一下午"",""start_time_chinese"":""3点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-30 15:00:00"",""end_time"":""2025-06-30 17:00:00"",""remind_time"":""2025-06-30 14:30:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 04:00:31""}}"
用户:周二早上9点帮我记个客户会议; 你:周二9点到10点已经有项目评审会啦。客户会议要改个时间不？; 用户:不用改; 你:好的，这个会要开多久啊？; 用户:大概2小时吧; 你:提前15分钟提醒你可以吗？; 用户:可以,2025-06-27 04:00:31,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""客户会议"",""place"":"""",""related_person"":""客户"",""start_date_chinese"":""周二"",""start_time_chinese"":""早上9点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-01 09:00:00"",""end_time"":""2025-07-01 11:00:00"",""remind_time"":""2025-07-01 08:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 04:00:31""}}"
用户:帮我记一下周三晚上7点有个项目例会; 你:周三晚上7点到8点已经有客户约谈了。项目例会要换个时间吗？; 用户:改到周三19点吧。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前3小时叫你，成不？; 用户:ok,2025-06-27 04:00:31,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""项目例会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周三"",""start_time_chinese"":""19点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 19:00:00"",""end_time"":""2025-07-02 21:00:00"",""remind_time"":""2025-07-02 16:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 04:00:31""}}"
用户:帮我记下周四13点有个团队会议; 你:好的，什么时间提醒你呀？; 用户:提前2小时提醒我,2025-06-27 04:00:31,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""团队会议"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周四"",""start_time_chinese"":""13点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-03 13:00:00"",""end_time"":"""",""remind_time"":""2025-07-03 11:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 04:00:31""}}"
用户:帮我记下周五晚上7点有个部门聚餐; 你:好的，大概要聚多久啊？; 用户:大概1小时吧。; 你:什么时间提醒你？; 用户:提前1小时提醒我,2025-06-27 04:00:31,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""约见"",""content"":""部门聚餐"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周五"",""start_time_chinese"":""晚上7点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-27 19:00:00"",""end_time"":""2025-06-27 20:00:00"",""remind_time"":""2025-06-27 18:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 04:00:31""}}"
用户:帮我记下周六16点有个客户接待; 你:好的，大概要接待多久啊？; 用户:差不多2小时吧; 你:提前15分钟叫你，可以吗？; 用户:好的,2025-06-27 04:00:31,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""客户接待"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周六"",""start_time_chinese"":""16点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-05 16:00:00"",""end_time"":""2025-07-05 18:00:00"",""remind_time"":""2025-07-05 15:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 04:00:31""}}"
用户:帮我记周日下午1点有个项目讨论会; 你:周日下午1点到2点已经有团队周例会了。项目讨论会要换个时间吗？; 用户:改到周日13点吧; 你:好的，会持续多久啊？; 用户:大概1小时吧; 你:提前半小时叫你，成不？; 用户:ok,2025-06-27 04:00:31,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""项目讨论会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周日"",""start_time_chinese"":""13点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-29 13:00:00"",""end_time"":""2025-06-29 14:00:00"",""remind_time"":""2025-06-29 12:30:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 04:00:31""}}"
用户:这周日晚上8点帮我记个展会参观; 你:好嘞，大概要逛多久呀？; 用户:差不多2小时吧; 你:提前1小时提醒你，来得及不？; 用户:可以,2025-06-27 04:00:31,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""展会"",""content"":""展会参观"",""place"":"""",""related_person"":"""",""start_date_chinese"":""这周日"",""start_time_chinese"":""晚上8点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-30 20:00:00"",""end_time"":""2025-06-30 22:00:00"",""remind_time"":""2025-06-30 19:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 04:00:31""}}"
用户:帮我记下下周一7点有个业务洽谈会; 你:好的，要提前多久提醒你呢？; 用户:提前3小时提醒我,2025-06-27 04:00:31,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""下周一7点有个业务洽谈会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周一"",""start_time_chinese"":""7点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-30 07:00:00"",""end_time"":"""",""remind_time"":""2025-06-30 04:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 04:00:31""}}"
用户:帮我记下下周二下午1点有个团队会议; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:什么时间提醒你？; 用户:提前15分钟提醒我,2025-06-27 04:00:31,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""团队会议"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周二"",""start_time_chinese"":""下午1点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-01 13:00:00"",""end_time"":""2025-07-01 14:00:00"",""remind_time"":""2025-07-01 12:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 04:00:31""}}"
用户:帮我记一下下周三晚上8点有个项目汇报会; 你:下周三晚上8点到9点已经有团队聚餐了。项目汇报会要换个时间吗？; 用户:改到下周三晚上6点吧; 你:好的，这个汇报会大概要多久啊？; 用户:大概2小时吧; 你:提前3小时提醒你，可以吗？; 用户:ok,2025-06-27 04:00:31,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""项目汇报会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周三"",""start_time_chinese"":""晚上6点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 18:00:00"",""end_time"":""2025-07-02 20:00:00"",""remind_time"":""2025-07-02 15:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 04:00:31""}}"
用户:帮我记一下下周四11点有个产品展示会; 你:下周四11点到12点已经有市场部例会了。产品展示会要换个时间吗？; 用户:改到下周四11点; 你:好的，会持续多久啊？; 用户:大概2小时吧; 你:什么时间提醒你？; 用户:提前1小时提醒我,2025-06-27 04:00:31,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""产品展示会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周四"",""start_time_chinese"":""11点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-03 11:00:00"",""end_time"":""2025-07-03 13:00:00"",""remind_time"":""2025-07-03 10:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 04:00:31""}}"
用户:帮我记一下下周五18点有个团队聚餐; 你:下周五18点到20点已经有项目复盘会了。团队聚餐要换个时间吗？; 用户:改到下周五19点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前15分钟叫你，成不？; 用户:ok,2025-06-27 04:00:31,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""约见"",""content"":""团队聚餐"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周五"",""start_time_chinese"":""19点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-04 19:00:00"",""end_time"":""2025-07-04 21:00:00"",""remind_time"":""2025-07-04 18:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 04:00:31""}}"
